Date,Time,Total nat. gas (kBtu/h),Dry-bulb temperature (°C)
06-26,16:45,4.688,12.40
06-26,17:15,4.688,11.80
06-26,17:45,4.688,11.80
06-26,18:15,4.688,11.60
06-26,18:45,4.688,11.60
06-26,19:15,4.688,11.10
06-26,19:45,4.688,11.10
06-26,20:15,4.688,11.00
06-26,20:45,4.688,11.00
06-26,21:15,4.688,10.90
06-26,21:45,4.688,10.90
06-26,22:15,4.688,10.90
06-26,22:45,4.688,10.90
06-26,23:15,4.688,10.40
06-26,23:45,4.688,10.40
06-27,00:15,4.688,10.60
06-27,00:45,4.688,10.60
06-27,01:15,4.688,10.70
06-27,01:45,4.688,10.70
06-27,02:15,4.688,10.80
06-27,02:45,4.688,10.80
06-27,03:15,4.688,10.60
06-27,03:45,4.688,10.60
06-27,04:15,4.688,10.70
06-27,04:45,4.688,10.70
06-27,05:15,4.688,10.90
06-27,05:45,4.688,10.90
06-27,06:15,4.688,10.90
06-27,06:45,4.688,10.90
06-27,07:15,4.688,11.20
06-27,07:45,4.688,11.20
06-27,08:15,4.688,11.50
06-27,08:45,4.688,11.50
06-27,09:15,4.688,11.50
06-27,09:45,4.688,11.50
06-27,10:15,4.688,11.40
06-27,10:45,4.688,11.40
06-27,11:15,4.688,11.60
06-27,11:45,4.688,11.60
06-27,12:15,4.688,12.10
06-27,12:45,4.688,12.10
06-27,13:15,4.688,11.80
06-27,13:45,4.688,11.80
06-27,14:15,4.688,11.60
06-27,14:45,4.688,11.60
06-27,15:15,4.688,11.50
06-27,15:45,4.688,11.50
06-27,16:15,4.688,11.40
06-27,16:45,4.688,11.40
06-27,17:15,4.688,11.30
06-27,17:45,4.688,11.30
06-27,18:15,4.688,11.20
06-27,18:45,4.688,11.20
06-27,19:15,4.688,11.10
06-27,19:45,4.688,11.10
06-27,20:15,4.688,11.10
06-27,20:45,4.688,11.10
06-27,21:15,4.688,11.00
06-27,21:45,4.688,11.00
06-27,22:15,4.688,11.10
06-27,22:45,4.688,11.10
06-27,23:15,4.688,11.10
06-27,23:45,4.688,11.10
06-28,00:15,4.688,11.20
06-28,00:45,4.688,11.20
06-28,01:15,4.688,11.60
06-28,01:45,4.688,11.60
06-28,02:15,4.688,11.80
06-28,02:45,4.688,11.80
06-28,03:15,4.688,11.50
06-28,03:45,4.688,11.50
06-28,04:15,4.688,11.50
06-28,04:45,4.688,11.50
06-28,05:15,4.688,12.40
06-28,05:45,4.688,12.40
06-28,06:15,4.688,13.70
06-28,06:45,4.688,13.70
06-28,07:15,4.688,13.80
06-28,07:45,4.688,13.80
06-28,08:15,4.688,16.60
06-28,08:45,4.688,16.60
06-28,09:15,4.688,18.30
06-28,09:45,4.688,18.30
06-28,10:15,4.688,18.30
06-28,10:45,4.688,18.30
06-28,11:15,4.688,18.30
06-28,11:45,4.688,18.30
06-28,12:15,4.688,19.10
06-28,12:45,4.688,19.10
06-28,13:15,4.688,20.80
06-28,13:45,4.688,20.80
06-28,14:15,4.688,20.40
06-28,14:45,4.688,20.40
06-28,15:15,4.688,20.60
06-28,15:45,4.688,20.60
06-28,16:15,4.688,19.60
06-28,16:45,4.688,19.60
06-28,17:15,4.688,18.20
06-28,17:45,4.688,18.20
06-28,18:15,4.688,18.30
06-28,18:45,4.688,18.30
06-28,19:15,4.688,18.00
06-28,19:45,4.688,18.00
06-28,20:15,4.688,17.10
06-28,20:45,4.688,17.10
06-28,21:15,4.688,16.70
06-28,21:45,4.688,16.70
06-28,22:15,4.688,16.30
06-28,22:45,4.688,16.30
06-28,23:15,4.688,15.80
06-28,23:45,4.688,15.80
06-29,00:15,4.688,15.50
06-29,00:45,4.688,15.50
06-29,01:15,4.688,15.50
06-29,01:45,4.688,15.50
06-29,02:15,4.688,15.30
06-29,02:45,4.688,15.30
06-29,03:15,4.688,15.20
06-29,03:45,4.688,15.20
06-29,04:15,4.688,14.40
06-29,04:45,4.688,14.40
06-29,05:15,4.688,14.50
06-29,05:45,4.688,14.50
06-29,06:15,4.688,15.10
06-29,06:45,4.688,15.10
06-29,07:15,4.688,15.40
06-29,07:45,4.688,15.40
06-29,08:15,4.688,15.40
06-29,08:45,4.688,15.40
06-29,09:15,4.688,16.20
06-29,09:45,4.688,16.20
06-29,10:15,4.688,15.80
06-29,10:45,4.688,15.80
06-29,11:15,4.688,17.40
06-29,11:45,4.688,17.40
06-29,12:15,4.688,18.20
06-29,12:45,4.688,18.20
06-29,13:15,4.688,18.20
06-29,13:45,4.688,18.20
06-29,14:15,4.688,17.80
06-29,14:45,4.688,17.80
06-29,15:15,4.688,18.40
06-29,15:45,4.688,18.40
06-29,16:15,4.688,18.10
06-29,16:45,4.688,18.10
06-29,17:15,4.688,17.70
06-29,17:45,4.688,17.70
06-29,18:15,4.688,16.90
06-29,18:45,4.688,16.90
06-29,19:15,4.688,15.30
06-29,19:45,4.688,15.30
06-29,20:15,4.688,13.70
06-29,20:45,4.688,13.70
06-29,21:15,4.688,12.80
06-29,21:45,4.688,12.80
06-29,22:15,4.688,12.60
06-29,22:45,4.688,12.60
06-29,23:15,4.688,11.00
06-29,23:45,4.688,11.00
06-30,00:15,4.688,10.50
06-30,00:45,4.688,10.50
06-30,01:15,4.688,10.00
06-30,01:45,4.688,10.00
06-30,02:15,4.688,10.90
06-30,02:45,4.688,10.90
06-30,03:15,4.688,10.70
06-30,03:45,4.688,10.70
06-30,04:15,4.688,10.50
06-30,04:45,4.688,10.50
06-30,05:15,4.688,11.80
06-30,05:45,4.688,11.80
06-30,06:15,4.688,12.90
06-30,06:45,4.688,12.90
06-30,07:15,4.688,13.70
06-30,07:45,4.688,13.70
06-30,08:15,4.688,15.90
06-30,08:45,4.688,15.90
06-30,09:15,4.688,16.50
06-30,09:45,4.688,16.50
06-30,10:15,4.688,17.10
06-30,10:45,4.688,17.10
06-30,11:15,4.688,17.10
06-30,11:45,4.688,17.10
06-30,12:15,4.688,17.70
06-30,12:45,4.688,17.70
06-30,13:15,4.688,17.10
06-30,13:45,4.688,17.10
06-30,14:15,4.688,18.20
06-30,14:45,4.688,18.20
06-30,15:15,4.688,18.20
06-30,15:45,4.688,18.20
06-30,16:15,4.688,17.20
06-30,16:45,4.688,17.20
06-30,17:15,4.688,17.50
06-30,17:45,4.688,17.50
06-30,18:15,4.688,17.00
06-30,18:45,4.688,17.00
06-30,19:15,4.688,16.40
06-30,19:45,4.688,16.40
06-30,20:15,4.688,15.40
06-30,20:45,4.688,15.40
06-30,21:15,4.688,13.70
06-30,21:45,4.688,13.70
06-30,22:15,4.688,12.30
06-30,22:45,4.688,12.30
06-30,23:15,4.688,12.30
06-30,23:45,4.688,12.30
07-01,00:15,4.688,10.40
07-01,00:45,4.688,10.40
07-01,01:15,4.688,10.20
07-01,01:45,4.688,10.20
07-01,02:15,4.688,9.60
07-01,02:45,4.688,9.60
07-01,03:15,4.688,10.30
07-01,03:45,4.688,10.30
07-01,04:15,4.688,8.90
07-01,04:45,4.688,8.90
07-01,05:15,4.688,10.10
07-01,05:45,4.688,10.10
07-01,06:15,4.688,11.80
07-01,06:45,4.688,11.80
07-01,07:15,4.688,12.30
07-01,07:45,4.688,12.30
07-01,08:15,4.688,13.30
07-01,08:45,4.688,13.30
07-01,09:15,4.688,13.60
07-01,09:45,4.688,13.60
07-01,10:15,4.688,15.30
07-01,10:45,4.688,15.30
07-01,11:15,4.688,17.00
07-01,11:45,4.688,17.00
07-01,12:15,4.688,16.00
07-01,12:45,4.688,16.00
07-01,13:15,4.688,15.90
07-01,13:45,4.688,15.90
07-01,14:15,4.688,16.90
07-01,14:45,4.688,16.90
07-01,15:15,4.688,16.40
07-01,15:45,4.688,16.40
07-01,16:15,4.688,17.30
07-01,16:45,4.688,17.30
07-01,17:15,4.688,16.80
07-01,17:45,4.688,16.80
07-01,18:15,4.688,16.30
07-01,18:45,4.688,16.30
07-01,19:15,4.688,16.00
07-01,19:45,4.688,16.00
07-01,20:15,4.688,14.60
07-01,20:45,4.688,14.60
07-01,21:15,4.688,12.00
07-01,21:45,4.688,12.00
07-01,22:15,4.688,10.70
07-01,22:45,4.688,10.70
07-01,23:15,4.688,9.40
07-01,23:45,4.688,9.40
07-02,00:15,4.688,9.00
07-02,00:45,4.688,9.00
07-02,01:15,4.688,9.40
07-02,01:45,4.688,9.40
07-02,02:15,4.688,10.70
07-02,02:45,4.688,10.70
07-02,03:15,4.688,10.70
07-02,03:45,4.688,10.70
07-02,04:15,4.688,11.00
07-02,04:45,4.688,11.00
07-02,05:15,4.688,11.40
07-02,05:45,4.688,11.40
07-02,06:15,4.688,11.90
07-02,06:45,4.688,11.90
07-02,07:15,4.688,12.80
07-02,07:45,4.688,12.80
07-02,08:15,4.688,14.60
07-02,08:45,4.688,14.60
07-02,09:15,4.688,15.20
07-02,09:45,4.688,15.20
07-02,10:15,4.688,15.60
07-02,10:45,4.688,15.60
07-02,11:15,4.688,17.60
07-02,11:45,4.688,17.60
07-02,12:15,4.688,14.30
07-02,12:45,4.688,14.30
07-02,13:15,4.688,13.90
07-02,13:45,4.688,13.90
07-02,14:15,4.688,13.50
07-02,14:45,4.688,13.50
07-02,15:15,4.688,13.10
07-02,15:45,4.688,13.10
07-02,16:15,4.688,13.00
07-02,16:45,4.688,13.00
07-02,17:15,4.688,12.80
07-02,17:45,4.688,12.80
07-02,18:15,4.688,12.50
07-02,18:45,4.688,12.50
07-02,19:15,4.688,12.80
07-02,19:45,4.688,12.80
07-02,20:15,4.688,13.10
07-02,20:45,4.688,13.10
07-02,21:15,4.688,11.80
07-02,21:45,4.688,11.80
07-02,22:15,4.688,11.50
07-02,22:45,4.688,11.50
07-02,23:15,4.688,11.70
07-02,23:45,4.688,11.70
07-03,00:15,4.688,11.10
07-03,00:45,4.688,11.10
07-03,01:15,4.688,10.90
07-03,01:45,4.688,10.90
07-03,02:15,4.688,10.90
07-03,02:45,4.688,10.90
07-03,03:15,4.688,10.90
07-03,03:45,4.688,10.90
07-03,04:15,4.688,9.80
07-03,04:45,4.688,9.80
07-03,05:15,4.688,8.90
07-03,05:45,4.688,8.90
07-03,06:15,4.688,11.00
07-03,06:45,4.688,11.00
07-03,07:15,4.688,13.00
07-03,07:45,4.688,13.00
07-03,08:15,4.688,14.30
07-03,08:45,4.688,14.30
07-03,09:15,4.688,14.50
07-03,09:45,4.688,14.50
07-03,10:15,4.688,15.30
07-03,10:45,4.688,15.30
07-03,11:15,4.688,14.80
07-03,11:45,4.688,14.80
07-03,12:15,4.688,16.30
07-03,12:45,4.688,16.30
07-03,13:15,4.688,15.80
07-03,13:45,4.688,15.80
07-03,14:15,4.688,14.90
07-03,14:45,4.688,14.90
07-03,15:15,4.688,14.90
07-03,15:45,4.688,14.90
07-03,16:15,4.688,14.90
07-03,16:45,4.688,14.90
07-03,17:15,4.688,15.40
07-03,17:45,4.688,15.40
07-03,18:15,4.688,14.20
07-03,18:45,4.688,14.20
07-03,19:15,4.688,13.30
07-03,19:45,4.688,13.30
07-03,20:15,4.688,12.00
07-03,20:45,4.688,12.00
07-03,21:15,4.688,13.50
07-03,21:45,4.688,13.50
07-03,22:15,4.688,13.30
07-03,22:45,4.688,13.30
07-03,23:15,4.688,12.70
07-03,23:45,4.688,12.70
07-04,00:15,4.688,12.80
07-04,00:45,4.688,12.80
07-04,01:15,4.688,12.40
07-04,01:45,4.688,12.40
07-04,02:15,4.688,12.40
07-04,02:45,4.688,12.40
07-04,03:15,4.688,11.60
07-04,03:45,4.688,11.60
07-04,04:15,4.688,11.80
07-04,04:45,4.688,11.80
07-04,05:15,4.688,12.80
07-04,05:45,4.688,12.80
07-04,06:15,4.688,13.60
07-04,06:45,4.688,13.60
07-04,07:15,4.688,15.80
07-04,07:45,4.688,15.80
07-04,08:15,4.688,17.90
07-04,08:45,4.688,17.90
07-04,09:15,4.688,18.20
07-04,09:45,4.688,18.20
07-04,10:15,4.688,20.10
07-04,10:45,4.688,20.10
07-04,11:15,4.688,20.10
07-04,11:45,4.688,20.10
07-04,12:15,4.688,20.30
07-04,12:45,4.688,20.30
07-04,13:15,4.688,20.70
07-04,13:45,4.688,20.70
07-04,14:15,4.688,21.90
07-04,14:45,4.688,21.90
07-04,15:15,4.688,22.30
07-04,15:45,4.688,22.30
07-04,16:15,4.688,22.70
07-04,16:45,4.688,22.70
07-04,17:15,4.688,22.30
07-04,17:45,4.688,22.30
07-04,18:15,4.688,21.20
07-04,18:45,4.688,21.20
07-04,19:15,4.688,19.50
07-04,19:45,4.688,19.50
07-04,20:15,4.688,18.20
07-04,20:45,4.688,18.20
07-04,21:15,4.688,16.60
07-04,21:45,4.688,16.60
07-04,22:15,4.688,16.30
07-04,22:45,4.688,16.30
07-04,23:15,4.688,14.30
07-04,23:45,4.688,14.30
07-05,00:15,4.688,13.80
07-05,00:45,4.688,13.80
07-05,01:15,4.688,15.60
07-05,01:45,4.688,15.60
07-05,02:15,4.688,13.30
07-05,02:45,4.688,13.30
07-05,03:15,4.688,13.30
07-05,03:45,4.688,13.30
07-05,04:15,4.688,11.90
07-05,04:45,4.688,11.90
07-05,05:15,4.688,12.60
07-05,05:45,4.688,12.60
07-05,06:15,4.688,15.00
07-05,06:45,4.688,15.00
07-05,07:15,4.688,17.30
07-05,07:45,4.688,17.30
07-05,08:15,4.688,17.50
07-05,08:45,4.688,17.50
07-05,09:15,4.688,19.80
07-05,09:45,4.688,19.80
07-05,10:15,4.688,21.00
07-05,10:45,4.688,21.00
07-05,11:15,4.688,21.90
07-05,11:45,4.688,21.90
07-05,12:15,4.688,22.80
07-05,12:45,4.688,22.80
07-05,13:15,4.688,19.80
07-05,13:45,4.688,19.80
07-05,14:15,4.688,21.00
07-05,14:45,4.688,21.00
07-05,15:15,4.688,20.30
07-05,15:45,4.688,20.30
07-05,16:15,4.688,17.80
07-05,16:45,4.688,17.80
07-05,17:15,4.688,17.90
07-05,17:45,4.688,17.90
07-05,18:15,4.688,16.80
07-05,18:45,4.688,16.80
07-05,19:15,4.688,18.30
07-05,19:45,4.688,18.30
07-05,20:15,4.688,18.90
07-05,20:45,4.688,18.90
07-05,21:15,4.688,15.80
07-05,21:45,4.688,15.80
07-05,22:15,4.688,16.80
07-05,22:45,4.688,16.80
07-05,23:15,4.688,14.30
07-05,23:45,4.688,14.30
07-06,00:15,4.688,12.60
07-06,00:45,4.688,12.60
07-06,01:15,4.688,12.10
07-06,01:45,4.688,12.10
07-06,02:15,4.688,13.80
07-06,02:45,4.688,13.80
07-06,03:15,4.688,14.70
07-06,03:45,4.688,14.70
07-06,04:15,4.688,13.40
07-06,04:45,4.688,13.40
07-06,05:15,4.688,12.20
07-06,05:45,4.688,12.20
07-06,06:15,4.688,15.00
07-06,06:45,4.688,15.00
07-06,07:15,4.688,18.20
07-06,07:45,4.688,18.20
07-06,08:15,4.688,20.60
07-06,08:45,4.688,20.60
07-06,09:15,4.688,17.50
07-06,09:45,4.688,17.50
07-06,10:15,4.688,17.40
07-06,10:45,4.688,17.40
07-06,11:15,4.688,17.90
07-06,11:45,4.688,17.90
07-06,12:15,4.688,18.10
07-06,12:45,4.688,18.10
07-06,13:15,4.688,18.30
07-06,13:45,4.688,18.30
07-06,14:15,4.688,18.40
07-06,14:45,4.688,18.40
07-06,15:15,4.688,18.80
07-06,15:45,4.688,18.80
07-06,16:15,4.688,18.00
07-06,16:45,4.688,18.00
07-06,17:15,4.688,17.70
07-06,17:45,4.688,17.70
07-06,18:15,4.688,17.80
07-06,18:45,4.688,17.80
07-06,19:15,4.688,17.80
07-06,19:45,4.688,17.80
07-06,20:15,4.688,16.60
07-06,20:45,4.688,16.60
07-06,21:15,4.688,15.90
07-06,21:45,4.688,15.90
07-06,22:15,4.688,15.50
07-06,22:45,4.688,15.50
07-06,23:15,4.688,15.50
07-06,23:45,4.688,15.50
07-07,00:15,4.688,15.70
07-07,00:45,4.688,15.70
07-07,01:15,4.688,15.90
07-07,01:45,4.688,15.90
07-07,02:15,4.688,15.80
07-07,02:45,4.688,15.80
07-07,03:15,4.688,15.70
07-07,03:45,4.688,15.70
07-07,04:15,4.688,15.20
07-07,04:45,4.688,15.20
07-07,05:15,4.688,14.00
07-07,05:45,4.688,14.00
07-07,06:15,4.688,14.20
07-07,06:45,4.688,14.20
07-07,07:15,4.688,15.30
07-07,07:45,4.688,15.30
07-07,08:15,4.688,16.20
07-07,08:45,4.688,16.20
07-07,09:15,4.688,16.70
07-07,09:45,4.688,16.70
07-07,10:15,4.688,17.50
07-07,10:45,4.688,17.50
07-07,11:15,4.688,16.20
07-07,11:45,4.688,16.20
07-07,12:15,4.688,16.40
07-07,12:45,4.688,16.40
07-07,13:15,4.688,16.50
07-07,13:45,4.688,16.50
07-07,14:15,4.688,15.70
07-07,14:45,4.688,15.70
07-07,15:15,4.688,14.70
07-07,15:45,4.688,14.70
07-07,16:15,4.688,15.60
07-07,16:45,4.688,15.60
07-07,17:15,4.688,14.70
07-07,17:45,4.688,14.70
07-07,18:15,4.688,14.40
07-07,18:45,4.688,14.40
07-07,19:15,4.688,14.20
07-07,19:45,4.688,14.20
07-07,20:15,4.688,12.40
07-07,20:45,4.688,12.40
07-07,21:15,4.688,12.40
07-07,21:45,4.688,12.40
07-07,22:15,4.688,12.40
07-07,22:45,4.688,12.40
07-07,23:15,4.688,12.10
07-07,23:45,4.688,12.10
07-08,00:15,4.688,11.30
07-08,00:45,4.688,11.30
07-08,01:15,4.688,11.40
07-08,01:45,4.688,11.40
07-08,02:15,4.688,11.40
07-08,02:45,4.688,11.40
07-08,03:15,4.688,11.00
07-08,03:45,4.688,11.00
07-08,04:15,4.688,10.20
07-08,04:45,4.688,10.20
07-08,05:15,4.688,10.20
07-08,05:45,4.688,10.20
07-08,06:15,4.688,11.40
07-08,06:45,4.688,11.40
07-08,07:15,4.688,12.90
07-08,07:45,4.688,12.90
07-08,08:15,4.688,14.30
07-08,08:45,4.688,14.30
07-08,09:15,4.688,15.50
07-08,09:45,4.688,15.50
07-08,10:15,4.688,16.30
07-08,10:45,4.688,16.30
07-08,11:15,4.688,16.00
07-08,11:45,4.688,16.00
07-08,12:15,4.688,16.20
07-08,12:45,4.688,16.20
07-08,13:15,4.688,17.80
07-08,13:45,4.688,17.80
07-08,14:15,4.688,16.10
07-08,14:45,4.688,16.10
07-08,15:15,4.688,17.30
07-08,15:45,4.688,17.30
07-08,16:15,4.688,16.30
07-08,16:45,4.688,16.30
07-08,17:15,4.688,14.50
07-08,17:45,4.688,14.50
07-08,18:15,4.688,15.50
07-08,18:45,4.688,15.50
07-08,19:15,4.688,15.50
07-08,19:45,4.688,15.50
07-08,20:15,4.688,14.10
07-08,20:45,4.688,14.10
07-08,21:15,4.688,13.00
07-08,21:45,4.688,13.00
07-08,22:15,4.688,11.50
07-08,22:45,4.688,11.50
07-08,23:15,4.688,11.30
07-08,23:45,4.688,11.30
07-09,00:15,4.688,10.20
07-09,00:45,4.688,10.20
07-09,01:15,4.688,9.50
07-09,01:45,4.688,9.50
07-09,02:15,4.688,8.80
07-09,02:45,4.688,8.80
07-09,03:15,4.688,7.10
07-09,03:45,4.688,7.10
07-09,04:15,4.688,7.10
07-09,04:45,4.688,7.10
07-09,05:15,4.688,8.20
07-09,05:45,4.688,8.20
07-09,06:15,4.688,9.70
07-09,06:45,4.688,9.70
07-09,07:15,4.688,11.30
07-09,07:45,4.688,11.30
07-09,08:15,4.688,13.10
07-09,08:45,4.688,13.10
07-09,09:15,4.688,14.10
07-09,09:45,4.688,14.10
07-09,10:15,4.688,14.30
07-09,10:45,4.688,14.30
07-09,11:15,4.688,14.80
07-09,11:45,4.688,14.80
07-09,12:15,4.688,15.20
07-09,12:45,4.688,15.20
07-09,13:15,4.688,15.30
07-09,13:45,4.688,15.30
07-09,14:15,4.688,15.10
07-09,14:45,4.688,15.10
07-09,15:15,4.688,14.10
07-09,15:45,4.688,14.10
07-09,16:15,4.688,14.20
07-09,16:45,4.688,14.20
07-09,17:15,4.688,14.10
07-09,17:45,4.688,14.10
07-09,18:15,4.688,13.20
07-09,18:45,4.688,13.20
07-09,19:15,4.688,12.80
07-09,19:45,4.688,12.80
07-09,20:15,4.688,12.60
07-09,20:45,4.688,12.60
07-09,21:15,4.688,12.00
07-09,21:45,4.688,12.00
07-09,22:15,4.688,12.00
07-09,22:45,4.688,12.00
07-09,23:15,4.688,12.20
07-09,23:45,4.688,12.20
07-10,00:15,4.688,11.80
07-10,00:45,4.688,11.80
07-10,01:15,4.688,12.10
07-10,01:45,4.688,12.10
07-10,02:15,4.688,11.80
07-10,02:45,4.688,11.80
07-10,03:15,4.688,11.20
07-10,03:45,4.688,11.20
07-10,04:15,4.688,10.90
07-10,04:45,4.688,10.90
07-10,05:15,4.688,11.00
07-10,05:45,4.688,11.00
07-10,06:15,4.688,11.70
07-10,06:45,4.688,11.70
07-10,07:15,4.688,12.10
07-10,07:45,4.688,12.10
07-10,08:15,4.688,12.70
07-10,08:45,4.688,12.70
07-10,09:15,4.688,13.70
07-10,09:45,4.688,13.70
07-10,10:15,4.688,13.50
07-10,10:45,4.688,13.50
07-10,11:15,4.688,15.30
07-10,11:45,4.688,15.30
07-10,12:15,4.688,17.10
07-10,12:45,4.688,17.10
07-10,13:15,4.688,19.60
07-10,13:45,4.688,19.60
07-10,14:15,4.688,20.80
07-10,14:45,4.688,20.80
07-10,15:15,4.688,19.10
07-10,15:45,4.688,19.10
07-10,16:15,4.688,17.90
07-10,16:45,4.688,17.90
07-10,17:15,4.688,18.30
07-10,17:45,4.688,18.30
07-10,18:15,4.688,16.80
07-10,18:45,4.688,16.80
07-10,19:15,4.688,16.10
07-10,19:45,4.688,16.10
07-10,20:15,4.688,17.40
07-10,20:45,4.688,17.40
07-10,21:15,4.688,17.10
07-10,21:45,4.688,17.10
07-10,22:15,4.688,16.50
07-10,22:45,4.688,16.50
07-10,23:15,4.688,15.10
07-10,23:45,4.688,15.10
07-11,00:15,4.688,16.20
07-11,00:45,4.688,16.20
07-11,01:15,4.688,15.90
07-11,01:45,4.688,15.90
07-11,02:15,4.688,15.90
07-11,02:45,4.688,15.90
07-11,03:15,4.688,16.00
07-11,03:45,4.688,16.00
07-11,04:15,4.688,15.30
07-11,04:45,4.688,15.30
07-11,05:15,4.688,15.30
07-11,05:45,4.688,15.30
07-11,06:15,4.688,15.90
07-11,06:45,4.688,15.90
07-11,07:15,4.688,16.40
07-11,07:45,4.688,16.40
07-11,08:15,4.688,16.40
07-11,08:45,4.688,16.40
07-11,09:15,4.688,17.60
07-11,09:45,4.688,17.60
07-11,10:15,4.688,19.50
07-11,10:45,4.688,19.50
07-11,11:15,4.688,18.30
07-11,11:45,4.688,18.30
07-11,12:15,4.688,17.60
07-11,12:45,4.688,17.60
07-11,13:15,4.688,18.80
07-11,13:45,4.688,18.80
07-11,14:15,4.688,17.30
07-11,14:45,4.688,17.30
07-11,15:15,4.688,19.50
07-11,15:45,4.688,19.50
07-11,16:15,4.688,19.70
07-11,16:45,4.688,19.70
07-11,17:15,4.688,18.80
07-11,17:45,4.688,18.80
07-11,18:15,4.688,17.60
07-11,18:45,4.688,17.60
07-11,19:15,4.688,16.30
07-11,19:45,4.688,16.30
07-11,20:15,4.688,15.20
07-11,20:45,4.688,15.20
07-11,21:15,4.688,14.10
07-11,21:45,4.688,14.10
07-11,22:15,4.688,12.30
07-11,22:45,4.688,12.30
07-11,23:15,4.688,12.70
07-11,23:45,4.688,12.70
07-12,00:15,4.688,12.60
07-12,00:45,4.688,12.60
07-12,01:15,4.688,12.50
07-12,01:45,4.688,12.50
07-12,02:15,4.688,12.90
07-12,02:45,4.688,12.90
07-12,03:15,4.688,13.10
07-12,03:45,4.688,13.10
07-12,04:15,4.688,13.10
07-12,04:45,4.688,13.10
07-12,05:15,4.688,12.90
07-12,05:45,4.688,12.90
07-12,06:15,4.688,13.30
07-12,06:45,4.688,13.30
07-12,07:15,4.688,12.50
07-12,07:45,4.688,12.50
07-12,08:15,4.688,13.40
07-12,08:45,4.688,13.40
07-12,09:15,4.688,14.80
07-12,09:45,4.688,14.80
07-12,10:15,4.688,14.90
07-12,10:45,4.688,14.90
07-12,11:15,4.688,15.30
07-12,11:45,4.688,15.30
07-12,12:15,4.688,14.50
07-12,12:45,4.688,14.50
07-12,13:15,4.688,15.10
07-12,13:45,4.688,15.10
07-12,14:15,4.688,15.20
07-12,14:45,4.688,15.20
07-12,15:15,4.688,14.70
07-12,15:45,4.688,14.70
07-12,16:15,4.688,14.70
07-12,16:45,4.688,14.70
07-12,17:15,4.688,14.40
07-12,17:45,4.688,14.40
07-12,18:15,4.688,14.40
07-12,18:45,4.688,14.40
07-12,19:15,4.688,14.20
07-12,19:45,4.688,14.20
07-12,20:15,4.688,13.70
07-12,20:45,4.688,13.70
07-12,21:15,4.688,12.50
07-12,21:45,4.688,12.50
07-12,22:15,4.688,10.90
07-12,22:45,4.688,10.90
07-12,23:15,4.688,11.00
07-12,23:45,4.688,11.00
07-13,00:15,4.688,12.00
07-13,00:45,4.688,12.00
07-13,01:15,4.688,11.70
07-13,01:45,4.688,11.70
07-13,02:15,4.688,12.50
07-13,02:45,4.688,12.50
07-13,03:15,4.688,12.60
07-13,03:45,4.688,12.60
07-13,04:15,4.688,12.40
07-13,04:45,4.688,12.40
07-13,05:15,4.688,12.70
07-13,05:45,4.688,12.70
07-13,06:15,4.688,12.90
07-13,06:45,4.688,12.90
07-13,07:15,4.688,13.10
07-13,07:45,4.688,13.10
07-13,08:15,4.688,13.70
07-13,08:45,4.688,13.70
07-13,09:15,4.688,13.90
07-13,09:45,4.688,13.90
07-13,10:15,4.688,14.60
07-13,10:45,4.688,14.60
07-13,11:15,4.688,15.00
07-13,11:45,4.688,15.00
07-13,12:15,4.688,14.90
07-13,12:45,4.688,14.90
07-13,13:15,4.688,15.60
07-13,13:45,4.688,15.60
07-13,14:15,4.688,15.90
07-13,14:45,4.688,15.90
07-13,15:15,4.688,15.20
07-13,15:45,4.688,15.20
07-13,16:15,4.688,15.00
07-13,16:45,4.688,15.00
07-13,17:15,4.688,14.50
07-13,17:45,4.688,14.50
07-13,18:15,4.688,14.40
07-13,18:45,4.688,14.40
07-13,19:15,4.688,14.00
07-13,19:45,4.688,14.00
07-13,20:15,4.688,13.80
07-13,20:45,4.688,13.80
07-13,21:15,4.688,13.20
07-13,21:45,4.688,13.20
07-13,22:15,4.688,13.20
07-13,22:45,4.688,13.20
07-13,23:15,4.688,13.40
07-13,23:45,4.688,13.40
07-14,00:15,4.688,12.90
07-14,00:45,4.688,12.90
07-14,01:15,4.688,12.50
07-14,01:45,4.688,12.50
07-14,02:15,4.688,12.40
07-14,02:45,4.688,12.40
07-14,03:15,4.688,12.10
07-14,03:45,4.688,12.10
07-14,04:15,4.688,12.30
07-14,04:45,4.688,12.30
07-14,05:15,4.688,12.50
07-14,05:45,4.688,12.50
07-14,06:15,4.688,12.90
07-14,06:45,4.688,12.90
07-14,07:15,4.688,13.20
07-14,07:45,4.688,13.20
07-14,08:15,4.688,13.60
07-14,08:45,4.688,13.60
07-14,09:15,4.688,14.10
07-14,09:45,4.688,14.10
07-14,10:15,4.688,14.40
07-14,10:45,4.688,14.40
07-14,11:15,4.688,14.10
07-14,11:45,4.688,14.10
07-14,12:15,4.688,14.60
07-14,12:45,4.688,14.60
07-14,13:15,4.688,14.50
07-14,13:45,4.688,14.50
07-14,14:15,4.688,14.10
07-14,14:45,4.688,14.10
07-14,15:15,4.688,13.80
07-14,15:45,4.688,13.80
07-14,16:15,4.688,13.80
07-14,16:45,4.688,13.80
07-14,17:15,4.688,14.10
07-14,17:45,4.688,14.10
07-14,18:15,4.688,13.60
07-14,18:45,4.688,13.60
07-14,19:15,4.688,13.50
07-14,19:45,4.688,13.50
07-14,20:15,4.688,13.40
