		Dry-bulb temperature (°C)	Total system energy (kBtu/h)	System natural gas (kBtu/h)	System electricity (kBtu/h)	Total lights energy (kBtu/h)	Lights electricity (kBtu/h)	Total equip energy (kBtu/h)	Equip electricity (kBtu/h)	Total CE ex equip (kgCO2/h)	Total system CE (kgCO2/h)	System nat. gas CE (kgCO2/h)
												
Date	Time	NewcastleEWY.fwt	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
Sun, 01/Jan	24:00											
	01:45		6.385	6.250	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	7.50										
	02:15		6.333	6.198	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		6.301	6.165	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	7.80										
	03:15		6.240	6.105	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		6.151	6.015	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	8.60										
	04:15		6.090	5.954	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		6.060	5.925	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	8.80										
	05:15		5.989	5.854	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		5.872	5.737	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	9.80										
	06:15		5.816	5.681	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	06:45		5.824	5.688	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	9.60										
	07:15		5.766	5.631	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	07:45		5.641	5.505	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	08:00	10.70										
	08:15		5.466	5.331	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	08:45		5.197	5.061	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	12.40										
	09:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	12.40										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	12.80										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	10.10										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		5.003	4.868	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	9.40										
	13:15		5.124	4.988	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		5.126	4.991	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	10.00										
	14:15		5.179	5.044	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		5.296	5.160	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	9.30										
	15:15		5.423	5.288	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		5.559	5.424	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	8.40										
	16:15		5.677	5.541	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		5.774	5.638	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.3
	17:00	7.80										
	17:15		5.851	5.716	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:45		5.911	5.775	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	18:00	7.50										
	18:15		5.389	5.254	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		5.385	5.249	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	7.50										
	19:15		5.414	5.279	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		5.487	5.351	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	6.80										
	20:15		5.547	5.411	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		5.608	5.473	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	6.50										
	21:15		5.684	5.549	0.135	0.105	0.105	4.829	4.829	0.4	0.3	0.3
	21:45		5.767	5.632	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.3
	22:00	6.00										
	22:15		6.727	6.592	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.804	6.669	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	4.80										
	23:15		6.946	6.811	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		6.860	6.725	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Sat, 02/Dec	24:00	5.50										
	00:15		6.904	6.769	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		6.850	6.714	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	6.00										
	01:15		6.820	6.685	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		6.816	6.681	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	6.00										
	02:15		6.840	6.705	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		6.894	6.759	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	5.50										
	03:15		6.910	6.775	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		6.883	6.748	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	5.80										
	04:15		6.848	6.712	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		6.805	6.670	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	6.20										
	05:15		6.826	6.691	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		6.912	6.777	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	5.40										
	06:15		6.917	6.781	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		6.836	6.701	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	6.20										
	07:15		6.826	6.691	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		6.890	6.755	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	5.60										
	08:15		6.895	6.760	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		6.796	6.660	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	09:00	6.00										
	09:15		6.086	5.951	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	09:45		5.998	5.863	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:00	6.70										
	10:15		5.987	5.852	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:45		6.044	5.909	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	11:00	6.50										
	11:15		6.082	5.946	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	11:45		6.082	5.947	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	12:00	6.70										
	12:15		5.927	5.791	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	12:45		5.621	5.486	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	9.70										
	13:15		5.394	5.258	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		5.250	5.114	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	11.00										
	14:15		5.111	4.976	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.978	4.843	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	12.20										
	15:15		4.918	4.783	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.935	4.800	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	12.10										
	16:15		4.932	4.796	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.903	4.767	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	12.40										
	17:15		4.887	4.751	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.885	4.750	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	12.40										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	12.60										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	12.70										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	12.70										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	11.50										
	22:15		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		4.963	4.828	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	11.30										
	23:15		5.228	5.093	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		5.253	5.118	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Sun, 03/Dec	24:00	11.30										
	00:15		5.316	5.181	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		5.199	5.064	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	12.40										
	01:15		5.158	5.022	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		5.201	5.065	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	11.90										
	02:15		5.229	5.094	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		5.239	5.103	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	11.80										
	03:15		5.259	5.124	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:45		5.289	5.153	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:00	11.50										
	04:15		5.292	5.157	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:45		5.269	5.134	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:00	11.70										
	05:15		5.270	5.135	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:45		5.297	5.162	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:00	11.40										
	06:15		5.359	5.224	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:45		5.455	5.320	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:00	10.50										
	07:15		5.486	5.351	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:45		5.447	5.312	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	08:00	10.90										
	08:15		5.366	5.230	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	08:45		5.197	5.061	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	11.80										
	09:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	12.80										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	13.10										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	13.00										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	12.60										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	12.80										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	12.00										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	11.00										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	10.10										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	11.00										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	10.40										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	10.40										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	10.10										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	10.10										
	22:15		4.832	4.696	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		5.057	4.921	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	10.10										
	23:15		5.273	5.138	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		5.336	5.200	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Mon, 04/Dec	24:00	9.70										
	00:15		5.452	5.316	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		5.401	5.266	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	10.30										
	01:15		5.402	5.267	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		5.461	5.326	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	9.80										
	02:15		5.551	5.415	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		5.671	5.535	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	8.80										
	03:15		5.740	5.604	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	03:45		5.754	5.619	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	04:00	8.80										
	04:15		5.779	5.644	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	04:45		5.819	5.684	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	8.50										
	05:15		5.828	5.692	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		5.804	5.669	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	06:00	8.80										
	06:15		5.788	5.652	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	06:45		5.779	5.644	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	07:00	8.90										
	07:15		5.797	5.662	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.3
	07:45		5.845	5.709	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	8.50										
	08:15		5.849	5.714	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		5.753	5.618	0.135	0.000	0.000	4.932	4.932	0.3	0.4	0.3
	09:00	8.60										
	09:15		5.050	4.915	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.988	4.853	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	9.00										
	10:15		4.926	4.791	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.832	4.696	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	9.00										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	9.50										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	9.40										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.849	4.714	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	9.20										
	14:15		5.042	4.907	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		5.226	5.091	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	8.30										
	15:15		5.389	5.254	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		5.538	5.403	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	7.60										
	16:15		5.663	5.528	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		5.760	5.625	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.3
	17:00	7.10										
	17:15		5.854	5.719	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:45		5.947	5.812	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	18:00	6.50										
	18:15		5.449	5.313	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		5.458	5.322	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	6.40										
	19:15		5.452	5.317	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		5.441	5.306	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	6.50										
	20:15		5.420	5.285	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		5.402	5.267	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	6.90										
	21:15		5.364	5.228	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		5.296	5.161	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	7.70										
	22:15		6.096	5.961	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.003	5.868	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	7.90										
	23:15		5.827	5.691	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		5.265	5.130	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Tue, 05/Dec	24:00	12.80										
	00:15		5.007	4.872	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		4.854	4.719	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	13.80										
	01:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	13.40										
	02:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	13.90										
	03:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:00	13.00										
	04:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:00	13.00										
	05:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:00	13.00										
	06:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:00	12.80										
	07:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	08:00	12.60										
	08:15		4.840	4.705	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	08:45		4.824	4.688	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	12.40										
	09:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	10.20										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	8.30										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	8.80										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	8.30										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	7.60										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	7.10										
	15:15		4.966	4.831	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		5.468	5.333	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	6.10										
	16:15		5.781	5.646	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.3
	16:45		6.007	5.871	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:00	5.10										
	17:15		6.126	5.991	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:45		6.158	6.023	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	18:00	5.40										
	18:15		5.662	5.526	0.135	0.105	0.105	5.678	5.678	0.4	0.3	0.3
	18:45		5.743	5.608	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.3
	19:00	4.80										
	19:15		5.823	5.688	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	19:45		5.907	5.772	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	20:00	4.20										
	20:15		5.975	5.840	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	20:45		6.039	5.904	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:00	4.00										
	21:15		6.093	5.957	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:45		6.130	5.994	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	22:00	4.00										
	22:15		6.983	6.847	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.892	6.757	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	4.40										
	23:15		6.991	6.856	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		6.986	6.851	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Wed, 06/Dec	24:00	4.30										
	00:15		7.102	6.967	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		7.111	6.975	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	4.30										
	01:15		7.174	7.039	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		7.294	7.158	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	3.30										
	02:15		7.375	7.240	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.4
	02:45		7.416	7.281	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.4
	03:00	3.10										
	03:15		7.424	7.288	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.4
	03:45		7.397	7.262	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.4
	04:00	3.50										
	04:15		7.409	7.274	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.4
	04:45		7.464	7.329	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:00	3.10										
	05:15		7.515	7.380	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:45		7.562	7.427	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:00	2.80										
	06:15		7.652	7.517	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:45		7.788	7.652	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:00	1.70										
	07:15		7.884	7.748	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:45		7.936	7.800	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	08:00	1.40										
	08:15		7.911	7.775	0.135	0.000	0.000	4.932	4.932	0.5	0.5	0.5
	08:45		7.764	7.629	0.135	0.000	0.000	4.932	4.932	0.5	0.5	0.5
	09:00	2.20										
	09:15		7.009	6.873	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	09:45		6.877	6.742	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:00	3.20										
	10:15		6.748	6.613	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:45		6.619	6.484	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	11:00	4.30										
	11:15		6.504	6.369	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	11:45		6.374	6.238	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	12:00	5.70										
	12:15		6.303	6.168	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	12:45		6.293	6.158	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	13:00	5.90										
	13:15		6.320	6.185	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	13:45		6.394	6.259	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	14:00	5.60										
	14:15		6.463	6.328	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	14:45		6.516	6.381	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	15:00	5.00										
	15:15		6.645	6.510	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	15:45		6.872	6.737	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	16:00	3.80										
	16:15		7.103	6.968	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	16:45		7.335	7.200	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:00	2.20										
