		Dry-bulb temperature (°C)	Total system energy (kBtu/h)	System natural gas (kBtu/h)	System electricity (kBtu/h)	Total lights energy (kBtu/h)	Lights electricity (kBtu/h)	Total equip energy (kBtu/h)	Equip electricity (kBtu/h)	Total CE ex equip (kgCO2/h)	Total system CE (kgCO2/h)	System nat. gas CE (kgCO2/h)
												
Date	Time	NewcastleEWY.fwt	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
Sun, 01/Jan	24:00											
	21:00	5.90										
	21:15		6.094	5.959	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:45		6.129	5.994	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	22:00	5.90										
	22:15		6.994	6.859	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.930	6.795	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	6.00										
	23:15		7.070	6.934	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		7.122	6.986	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Mon, 10/Apr	24:00	5.40										
	00:15		7.280	7.145	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		7.311	7.176	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	5.20										
	01:15		7.344	7.209	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		7.381	7.246	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.4
	02:00	4.90										
	02:15		7.439	7.303	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.4
	02:45		7.523	7.388	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	03:00	4.20										
	03:15		7.586	7.451	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	03:45		7.623	7.488	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	04:00	4.00										
	04:15		7.712	7.577	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	04:45		7.859	7.723	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:00	2.80										
	05:15		7.978	7.843	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:45		8.066	7.931	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:00	2.20										
	06:15		8.124	7.988	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:45		8.137	8.002	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:00	2.00										
	07:15		8.060	7.924	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:45		7.897	7.761	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	08:00	2.90										
	08:15		7.677	7.541	0.135	0.000	0.000	4.932	4.932	0.5	0.5	0.5
	08:45		7.361	7.225	0.135	0.000	0.000	4.932	4.932	0.4	0.5	0.4
	09:00	4.50										
	09:15		6.461	6.325	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	09:45		6.229	6.093	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:00	6.10										
	10:15		6.030	5.895	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:45		5.832	5.696	0.135	0.000	0.000	4.132	4.132	0.3	0.4	0.4
	11:00	7.70										
	11:15		5.712	5.577	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		5.620	5.485	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	7.90										
	12:15		5.320	5.185	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.899	4.764	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	9.30										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	9.00										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	9.40										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	8.60										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		5.172	5.036	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	7.40										
	17:15		5.707	5.572	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		6.017	5.882	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	18:00	6.30										
	18:15		5.661	5.526	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		5.780	5.645	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.3
	19:00	5.80										
	19:15		5.853	5.718	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	19:45		5.885	5.750	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	20:00	5.90										
	20:15		5.911	5.776	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	20:45		5.949	5.814	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:00	5.90										
	21:15		5.996	5.861	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:45		6.047	5.912	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	22:00	5.70										
	22:15		7.013	6.877	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		7.139	7.004	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	4.10										
	23:15		7.371	7.236	0.135	0.000	0.000	2.999	2.999	0.5	0.5	0.4
	23:45		7.404	7.268	0.135	0.000	0.000	2.999	2.999	0.5	0.5	0.4
Tue, 11/Apr	24:00	3.80										
	00:15		7.560	7.424	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	00:45		7.614	7.479	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	01:00	3.40										
	01:15		7.669	7.534	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	01:45		7.725	7.589	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	02:00	3.00										
	02:15		7.802	7.667	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	02:45		7.905	7.770	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	03:00	2.20										
	03:15		7.957	7.821	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	03:45		7.954	7.819	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	04:00	2.40										
	04:15		7.957	7.822	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	04:45		7.970	7.835	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:00	2.40										
	05:15		8.005	7.869	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:45		8.061	7.926	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:00	2.00										
	06:15		8.118	7.982	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:45		8.170	8.034	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:00	1.60										
	07:15		8.132	7.997	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:45		7.978	7.842	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	08:00	2.50										
	08:15		7.748	7.613	0.135	0.000	0.000	4.932	4.932	0.5	0.5	0.5
	08:45		7.427	7.292	0.135	0.000	0.000	4.932	4.932	0.5	0.5	0.4
	09:00	4.20										
	09:15		6.640	6.504	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	09:45		6.653	6.517	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:00	3.90										
	10:15		6.709	6.574	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:45		6.765	6.630	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	11:00	3.80										
	11:15		6.803	6.667	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	11:45		6.827	6.691	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	12:00	4.20										
	12:15		6.864	6.729	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	12:45		6.905	6.769	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	13:00	4.20										
	13:15		6.917	6.782	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	13:45		6.906	6.770	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	14:00	4.60										
	14:15		6.910	6.775	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	14:45		6.931	6.796	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	15:00	4.60										
	15:15		6.923	6.787	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	15:45		6.875	6.740	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	16:00	5.00										
	16:15		6.829	6.694	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	16:45		6.797	6.662	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:00	5.30										
	17:15		6.744	6.609	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	17:45		6.611	6.476	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	18:00	5.30										
	18:15		5.936	5.800	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	18:45		5.910	5.775	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	19:00	5.30										
	19:15		6.029	5.893	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	19:45		6.266	6.130	0.135	0.105	0.105	5.678	5.678	0.4	0.4	0.4
	20:00	4.80										
	20:15		6.390	6.255	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	20:45		6.443	6.307	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:00	4.90										
	21:15		6.496	6.360	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	21:45		6.559	6.423	0.135	0.105	0.105	4.829	4.829	0.4	0.4	0.4
	22:00	4.60										
	22:15		7.459	7.324	0.135	0.105	0.105	5.409	5.409	0.5	0.5	0.5
	22:45		7.438	7.303	0.135	0.105	0.105	5.409	5.409	0.5	0.5	0.4
	23:00	4.30										
	23:15		7.555	7.420	0.135	0.000	0.000	2.999	2.999	0.5	0.5	0.5
	23:45		7.514	7.378	0.135	0.000	0.000	2.999	2.999	0.5	0.5	0.5
Wed, 12/Apr	24:00	4.50										
	00:15		7.604	7.469	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	00:45		7.602	7.467	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	01:00	4.50										
	01:15		7.608	7.473	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	01:45		7.622	7.486	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	02:00	4.40										
	02:15		7.664	7.529	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	02:45		7.737	7.602	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	03:00	3.80										
	03:15		7.803	7.668	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	03:45		7.859	7.724	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	04:00	3.40										
	04:15		7.924	7.789	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	04:45		8.000	7.865	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:00	2.80										
	05:15		8.044	7.909	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	05:45		8.058	7.923	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:00	2.80										
	06:15		8.051	7.916	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	06:45		8.009	7.873	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:00	3.00										
	07:15		7.870	7.734	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	07:45		7.630	7.495	0.135	0.000	0.000	2.912	2.912	0.5	0.5	0.5
	08:00	4.50										
	08:15		7.367	7.231	0.135	0.000	0.000	4.932	4.932	0.4	0.5	0.4
	08:45		7.049	6.914	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	09:00	6.10										
	09:15		6.173	6.038	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	09:45		5.990	5.855	0.135	0.000	0.000	4.132	4.132	0.4	0.4	0.4
	10:00	7.10										
	10:15		5.861	5.726	0.135	0.000	0.000	4.132	4.132	0.3	0.4	0.4
	10:45		5.749	5.614	0.135	0.000	0.000	4.132	4.132	0.3	0.4	0.3
	11:00	7.70										
	11:15		5.662	5.527	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		5.562	5.427	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	8.00										
	12:15		5.372	5.236	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		5.059	4.923	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	8.00										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	7.70										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	7.70										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	8.00										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	7.30										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	6.80										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	5.90										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	5.10										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		5.313	5.178	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	5.00										
	21:15		5.549	5.413	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		5.620	5.485	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	5.70										
	22:15		6.523	6.388	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.523	6.387	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	5.60										
	23:15		6.664	6.529	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		6.661	6.526	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Thu, 13/Apr	24:00	5.70										
	00:15		6.806	6.671	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		6.872	6.737	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	5.30										
	01:15		6.928	6.792	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		6.972	6.836	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	5.10										
	02:15		6.998	6.862	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		7.005	6.870	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	5.20										
	03:15		7.027	6.891	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		7.063	6.928	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	5.00										
	04:15		7.089	6.954	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		7.102	6.966	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	5.00										
	05:15		7.112	6.976	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		7.122	6.986	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	5.00										
	06:15		7.108	6.972	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		7.063	6.928	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	5.40										
	07:15		7.000	6.865	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		6.893	6.758	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	5.60										
	08:15		6.723	6.588	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		6.499	6.364	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	09:00	6.80										
	09:15		5.665	5.530	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		5.437	5.301	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	8.70										
	10:15		5.255	5.120	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		5.104	4.969	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	10.10										
	11:15		4.927	4.792	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	11.20										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	12.40										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	14.50										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	15.70										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	14.70										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	13.70										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	9.00										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	9.00										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	9.50										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	8.10										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	8.40										
	22:15		5.712	5.577	0.135	0.105	0.105	5.409	5.409	0.4	0.3	0.3
	22:45		5.724	5.589	0.135	0.105	0.105	5.409	5.409	0.4	0.3	0.3
	23:00	8.40										
	23:15		5.878	5.743	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		5.909	5.773	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Fri, 14/Apr	24:00	8.10										
	00:15		6.054	5.919	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		6.089	5.953	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	7.90										
	01:15		6.150	6.014	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		6.237	6.102	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	7.20										
	02:15		6.294	6.159	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		6.318	6.182	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	7.10										
	03:15		6.333	6.197	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		6.343	6.208	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	7.10										
	04:15		6.376	6.241	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		6.431	6.295	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	6.70										
	05:15		6.507	6.371	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		6.605	6.470	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	5.90										
	06:15		6.625	6.489	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		6.550	6.414	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	6.40										
	07:15		6.455	6.320	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		6.335	6.200	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	6.70										
	08:15		6.158	6.022	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		5.897	5.762	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	09:00	7.70										
	09:15		5.108	4.973	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		5.034	4.898	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	7.70										
	10:15		5.003	4.867	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		5.003	4.868	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	7.70										
	11:15		5.025	4.890	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		5.072	4.936	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	7.80										
	12:15		4.995	4.860	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.832	4.697	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	10.10										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	12.60										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	14.30										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	15.50										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	15.30										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	14.40										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	13.20										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	11.40										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	10.10										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	9.00										
	22:15		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	8.90										
	23:15		5.207	5.072	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		5.351	5.216	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Sat, 15/Apr	24:00	8.60										
	00:15		5.457	5.321	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		5.328	5.193	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	10.20										
	01:15		5.214	5.079	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		5.126	4.991	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	11.10										
	02:15		5.039	4.903	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		4.954	4.819	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	11.90										
	03:15		4.900	4.765	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:45		4.876	4.741	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:00	12.10										
	04:15		4.913	4.777	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:45		5.011	4.876	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:00	11.20										
	05:15		5.067	4.932	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:45		5.076	4.941	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:00	11.20										
	06:15		5.061	4.926	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:45		5.010	4.874	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:00	11.40										
	07:15		4.949	4.814	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:45		4.857	4.721	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	08:00	11.10										
	08:15		4.824	4.688	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	08:45		4.824	4.688	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	10.80										
	09:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	10.80										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	11.80										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	12.60										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
