DateTime,System elec. CE (kgCO2/h),Total lights CE (kgCO2/h),Lights elec. CE (kgCO2/h),Total equip CE (kgCO2/h),Equip elec. CE (kgCO2/h),Room heating plant sens. load (kW),Wet-bulb temperature (°C),External dew-point temp. (°C),Room hum. plant load (kW),Daily running mean temp. (°C),System air heating load (kW)
04-09 17:45,0.0,0.0,0.0,0.2,0.2,0.1948,6.80,5.68,0.0000,4.56,0.0000
04-09 18:15,0.0,0.0,0.0,0.2,0.2,0.1175,6.60,5.68,0.0000,4.56,0.0000
04-09 18:45,0.0,0.0,0.0,0.2,0.2,0.1555,6.60,5.68,0.0000,4.56,0.0000
04-09 19:15,0.0,0.0,0.0,0.2,0.2,0.1875,6.40,5.89,0.0000,4.56,0.0000
04-09 19:45,0.0,0.0,0.0,0.2,0.2,0.2144,6.40,5.89,0.0000,4.56,0.0000
04-09 20:15,0.0,0.0,0.0,0.2,0.2,0.2419,5.60,5.28,0.0000,4.56,0.0000
04-09 20:45,0.0,0.0,0.0,0.2,0.2,0.2762,5.60,5.28,0.0000,4.56,0.0000
04-09 21:15,0.0,0.0,0.0,0.2,0.2,0.2979,5.60,5.28,0.0000,4.56,0.0000
04-09 21:45,0.0,0.0,0.0,0.2,0.2,0.3061,5.60,5.28,0.0000,4.56,0.0000
04-09 22:15,0.0,0.0,0.0,0.2,0.2,0.5089,5.50,4.96,0.0000,4.56,0.0000
04-09 22:45,0.0,0.0,0.0,0.2,0.2,0.4939,5.50,4.96,0.0000,4.56,0.0000
04-09 23:15,0.0,0.0,0.0,0.1,0.1,0.5266,4.40,3.22,0.0000,4.56,0.0000
04-09 23:45,0.0,0.0,0.0,0.1,0.1,0.5388,4.40,3.22,0.0000,4.56,0.0000
04-10 00:15,0.0,0.0,0.0,0.1,0.1,0.5760,4.20,3.00,0.0000,4.91,0.0000
04-10 00:45,0.0,0.0,0.0,0.1,0.1,0.5832,4.20,3.00,0.0000,4.91,0.0000
04-10 01:15,0.0,0.0,0.0,0.1,0.1,0.5910,4.10,3.14,0.0000,4.91,0.0000
04-10 01:45,0.0,0.0,0.0,0.1,0.1,0.5996,4.10,3.14,0.0000,4.91,0.0000
04-10 02:15,0.0,0.0,0.0,0.1,0.1,0.6131,3.40,2.40,0.0000,4.91,0.0000
04-10 02:45,0.0,0.0,0.0,0.1,0.1,0.6329,3.40,2.40,0.0000,4.91,0.0000
04-10 03:15,0.0,0.0,0.0,0.1,0.1,0.6477,3.10,1.95,0.0000,4.91,0.0000
04-10 03:45,0.0,0.0,0.0,0.1,0.1,0.6563,3.10,1.95,0.0000,4.91,0.0000
04-10 04:15,0.0,0.0,0.0,0.1,0.1,0.6773,2.00,0.90,0.0000,4.91,0.0000
04-10 04:45,0.0,0.0,0.0,0.1,0.1,0.7116,2.00,0.90,0.0000,4.91,0.0000
04-10 05:15,0.0,0.0,0.0,0.1,0.1,0.7396,1.50,0.51,0.0000,4.91,0.0000
04-10 05:45,0.0,0.0,0.0,0.1,0.1,0.7602,1.50,0.51,0.0000,4.91,0.0000
04-10 06:15,0.0,0.0,0.0,0.1,0.1,0.7737,1.30,0.29,0.0000,4.91,0.0000
04-10 06:45,0.0,0.0,0.0,0.1,0.1,0.7769,1.30,0.29,0.0000,4.91,0.0000
04-10 07:15,0.0,0.0,0.0,0.1,0.1,0.7587,1.90,0.51,0.0000,4.91,0.0000
04-10 07:45,0.0,0.0,0.0,0.1,0.1,0.7204,1.90,0.51,0.0000,4.91,0.0000
04-10 08:15,0.0,0.0,0.0,0.2,0.2,0.6689,3.30,1.76,0.0000,4.91,0.0000
04-10 08:45,0.0,0.0,0.0,0.2,0.2,0.5948,3.30,1.76,0.0000,4.91,0.0000
04-10 09:15,0.0,0.0,0.0,0.2,0.2,0.3838,4.40,2.33,0.0000,4.91,0.0000
04-10 09:45,0.0,0.0,0.0,0.2,0.2,0.3294,4.40,2.33,0.0000,4.91,0.0000
04-10 10:15,0.0,0.0,0.0,0.2,0.2,0.2829,5.40,2.72,0.0000,4.91,0.0000
04-10 10:45,0.0,0.0,0.0,0.2,0.2,0.2363,5.40,2.72,0.0000,4.91,0.0000
04-10 11:15,0.0,0.0,0.0,0.2,0.2,0.2083,5.30,2.21,0.0000,4.91,0.0000
04-10 11:45,0.0,0.0,0.0,0.2,0.2,0.1868,5.30,2.21,0.0000,4.91,0.0000
04-10 12:15,0.0,0.0,0.0,0.2,0.2,0.1163,6.30,2.92,0.0000,4.91,0.0000
04-10 12:45,0.0,0.0,0.0,0.2,0.2,0.0177,6.30,2.92,0.0000,4.91,0.0000
04-10 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.90,2.30,0.0000,4.91,0.0000
04-10 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.90,2.30,0.0000,4.91,0.0000
04-10 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,3.05,0.0000,4.91,0.0000
04-10 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,3.05,0.0000,4.91,0.0000
04-10 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.00,3.06,0.0000,4.91,0.0000
04-10 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.00,3.06,0.0000,4.91,0.0000
04-10 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.40,3.10,0.0000,4.91,0.0000
04-10 16:45,0.0,0.0,0.0,0.2,0.2,0.0816,5.40,3.10,0.0000,4.91,0.0000
04-10 17:15,0.0,0.0,0.0,0.2,0.2,0.2072,5.30,4.19,0.0000,4.91,0.0000
04-10 17:45,0.0,0.0,0.0,0.2,0.2,0.2799,5.30,4.19,0.0000,4.91,0.0000
04-10 18:15,0.0,0.0,0.0,0.2,0.2,0.1964,5.10,4.32,0.0000,4.91,0.0000
04-10 18:45,0.0,0.0,0.0,0.2,0.2,0.2243,5.10,4.32,0.0000,4.91,0.0000
04-10 19:15,0.0,0.0,0.0,0.2,0.2,0.2414,5.30,4.65,0.0000,4.91,0.0000
04-10 19:45,0.0,0.0,0.0,0.2,0.2,0.2489,5.30,4.65,0.0000,4.91,0.0000
04-10 20:15,0.0,0.0,0.0,0.2,0.2,0.2549,5.30,4.65,0.0000,4.91,0.0000
04-10 20:45,0.0,0.0,0.0,0.2,0.2,0.2640,5.30,4.65,0.0000,4.91,0.0000
04-10 21:15,0.0,0.0,0.0,0.2,0.2,0.2750,5.50,5.29,0.0000,4.91,0.0000
04-10 21:45,0.0,0.0,0.0,0.2,0.2,0.2868,5.50,5.29,0.0000,4.91,0.0000
04-10 22:15,0.0,0.0,0.0,0.2,0.2,0.5132,3.50,2.77,0.0000,4.91,0.0000
04-10 22:45,0.0,0.0,0.0,0.2,0.2,0.5429,3.50,2.77,0.0000,4.91,0.0000
04-10 23:15,0.0,0.0,0.0,0.1,0.1,0.5973,3.00,1.98,0.0000,4.91,0.0000
04-10 23:45,0.0,0.0,0.0,0.1,0.1,0.6049,3.00,1.98,0.0000,4.91,0.0000
04-11 00:15,0.0,0.0,0.0,0.1,0.1,0.6415,2.50,1.31,0.0000,5.06,0.0000
04-11 00:45,0.0,0.0,0.0,0.1,0.1,0.6543,2.50,1.31,0.0000,5.06,0.0000
04-11 01:15,0.0,0.0,0.0,0.1,0.1,0.6672,2.30,1.37,0.0000,5.06,0.0000
04-11 01:45,0.0,0.0,0.0,0.1,0.1,0.6801,2.30,1.37,0.0000,5.06,0.0000
04-11 02:15,0.0,0.0,0.0,0.1,0.1,0.6984,1.80,1.26,0.0000,5.06,0.0000
04-11 02:45,0.0,0.0,0.0,0.1,0.1,0.7224,1.80,1.26,0.0000,5.06,0.0000
04-11 03:15,0.0,0.0,0.0,0.1,0.1,0.7345,2.00,1.47,0.0000,5.06,0.0000
04-11 03:45,0.0,0.0,0.0,0.1,0.1,0.7339,2.00,1.47,0.0000,5.06,0.0000
04-11 04:15,0.0,0.0,0.0,0.1,0.1,0.7347,2.00,1.47,0.0000,5.06,0.0000
04-11 04:45,0.0,0.0,0.0,0.1,0.1,0.7377,2.00,1.47,0.0000,5.06,0.0000
04-11 05:15,0.0,0.0,0.0,0.1,0.1,0.7458,1.70,1.29,0.0000,5.06,0.0000
04-11 05:45,0.0,0.0,0.0,0.1,0.1,0.7591,1.70,1.29,0.0000,5.06,0.0000
04-11 06:15,0.0,0.0,0.0,0.1,0.1,0.7723,1.30,0.88,0.0000,5.06,0.0000
04-11 06:45,0.0,0.0,0.0,0.1,0.1,0.7845,1.30,0.88,0.0000,5.06,0.0000
04-11 07:15,0.0,0.0,0.0,0.1,0.1,0.7757,2.30,2.04,0.0000,5.06,0.0000
04-11 07:45,0.0,0.0,0.0,0.1,0.1,0.7395,2.30,2.04,0.0000,5.06,0.0000
04-11 08:15,0.0,0.0,0.0,0.2,0.2,0.6857,3.80,3.32,0.0000,5.06,0.0000
04-11 08:45,0.0,0.0,0.0,0.2,0.2,0.6104,3.80,3.32,0.0000,5.06,0.0000
04-11 09:15,0.0,0.0,0.0,0.2,0.2,0.4258,3.30,2.56,0.0000,5.06,0.0000
04-11 09:45,0.0,0.0,0.0,0.2,0.2,0.4288,3.30,2.56,0.0000,5.06,0.0000
04-11 10:15,0.0,0.0,0.0,0.2,0.2,0.4420,3.40,2.91,0.0000,5.06,0.0000
04-11 10:45,0.0,0.0,0.0,0.2,0.2,0.4551,3.40,2.91,0.0000,5.06,0.0000
04-11 11:15,0.0,0.0,0.0,0.2,0.2,0.4640,3.80,3.32,0.0000,5.06,0.0000
04-11 11:45,0.0,0.0,0.0,0.2,0.2,0.4696,3.80,3.32,0.0000,5.06,0.0000
04-11 12:15,0.0,0.0,0.0,0.2,0.2,0.4785,3.90,3.55,0.0000,5.06,0.0000
04-11 12:45,0.0,0.0,0.0,0.2,0.2,0.4879,3.90,3.55,0.0000,5.06,0.0000
04-11 13:15,0.0,0.0,0.0,0.2,0.2,0.4908,4.20,3.73,0.0000,5.06,0.0000
04-11 13:45,0.0,0.0,0.0,0.2,0.2,0.4881,4.20,3.73,0.0000,5.06,0.0000
04-11 14:15,0.0,0.0,0.0,0.2,0.2,0.4892,4.20,3.73,0.0000,5.06,0.0000
04-11 14:45,0.0,0.0,0.0,0.2,0.2,0.4941,4.20,3.73,0.0000,5.06,0.0000
04-11 15:15,0.0,0.0,0.0,0.2,0.2,0.4921,4.30,3.47,0.0000,5.06,0.0000
04-11 15:45,0.0,0.0,0.0,0.2,0.2,0.4811,4.30,3.47,0.0000,5.06,0.0000
04-11 16:15,0.0,0.0,0.0,0.2,0.2,0.4702,4.30,3.10,0.0000,5.06,0.0000
04-11 16:45,0.0,0.0,0.0,0.2,0.2,0.4627,4.30,3.10,0.0000,5.06,0.0000
04-11 17:15,0.0,0.0,0.0,0.2,0.2,0.4502,4.30,3.10,0.0000,5.06,0.0000
04-11 17:45,0.0,0.0,0.0,0.2,0.2,0.4192,4.30,3.10,0.0000,5.06,0.0000
04-11 18:15,0.0,0.0,0.0,0.2,0.2,0.2607,4.30,3.10,0.0000,5.06,0.0000
04-11 18:45,0.0,0.0,0.0,0.2,0.2,0.2548,4.30,3.10,0.0000,5.06,0.0000
04-11 19:15,0.0,0.0,0.0,0.2,0.2,0.2825,4.00,3.03,0.0000,5.06,0.0000
04-11 19:45,0.0,0.0,0.0,0.2,0.2,0.3381,4.00,3.03,0.0000,5.06,0.0000
04-11 20:15,0.0,0.0,0.0,0.2,0.2,0.3673,3.90,2.66,0.0000,5.06,0.0000
04-11 20:45,0.0,0.0,0.0,0.2,0.2,0.3796,3.90,2.66,0.0000,5.06,0.0000
04-11 21:15,0.0,0.0,0.0,0.2,0.2,0.3920,3.70,2.58,0.0000,5.06,0.0000
04-11 21:45,0.0,0.0,0.0,0.2,0.2,0.4068,3.70,2.58,0.0000,5.06,0.0000
04-11 22:15,0.0,0.0,0.0,0.2,0.2,0.6179,3.60,2.73,0.0000,5.06,0.0000
04-11 22:45,0.0,0.0,0.0,0.2,0.2,0.6130,3.60,2.73,0.0000,5.06,0.0000
04-11 23:15,0.0,0.0,0.0,0.1,0.1,0.6404,3.80,2.94,0.0000,5.06,0.0000
04-11 23:45,0.0,0.0,0.0,0.1,0.1,0.6307,3.80,2.94,0.0000,5.06,0.0000
04-12 00:15,0.0,0.0,0.0,0.1,0.1,0.6520,3.80,2.94,0.0000,4.82,0.0000
04-12 00:45,0.0,0.0,0.0,0.1,0.1,0.6515,3.80,2.94,0.0000,4.82,0.0000
04-12 01:15,0.0,0.0,0.0,0.1,0.1,0.6529,3.60,2.60,0.0000,4.82,0.0000
04-12 01:45,0.0,0.0,0.0,0.1,0.1,0.6560,3.60,2.60,0.0000,4.82,0.0000
04-12 02:15,0.0,0.0,0.0,0.1,0.1,0.6660,3.30,2.67,0.0000,4.82,0.0000
04-12 02:45,0.0,0.0,0.0,0.1,0.1,0.6831,3.30,2.67,0.0000,4.82,0.0000
04-12 03:15,0.0,0.0,0.0,0.1,0.1,0.6986,2.80,2.01,0.0000,4.82,0.0000
04-12 03:45,0.0,0.0,0.0,0.1,0.1,0.7117,2.80,2.01,0.0000,4.82,0.0000
04-12 04:15,0.0,0.0,0.0,0.1,0.1,0.7270,2.20,1.38,0.0000,4.82,0.0000
04-12 04:45,0.0,0.0,0.0,0.1,0.1,0.7447,2.20,1.38,0.0000,4.82,0.0000
04-12 05:15,0.0,0.0,0.0,0.1,0.1,0.7551,2.10,1.13,0.0000,4.82,0.0000
04-12 05:45,0.0,0.0,0.0,0.1,0.1,0.7583,2.10,1.13,0.0000,4.82,0.0000
04-12 06:15,0.0,0.0,0.0,0.1,0.1,0.7566,2.10,0.84,0.0000,4.82,0.0000
04-12 06:45,0.0,0.0,0.0,0.1,0.1,0.7468,2.10,0.84,0.0000,4.82,0.0000
04-12 07:15,0.0,0.0,0.0,0.1,0.1,0.7142,3.10,1.23,0.0000,4.82,0.0000
04-12 07:45,0.0,0.0,0.0,0.1,0.1,0.6580,3.10,1.23,0.0000,4.82,0.0000
04-12 08:15,0.0,0.0,0.0,0.2,0.2,0.5962,4.10,1.54,0.0000,4.82,0.0000
04-12 08:45,0.0,0.0,0.0,0.2,0.2,0.5219,4.10,1.54,0.0000,4.82,0.0000
04-12 09:15,0.0,0.0,0.0,0.2,0.2,0.3165,4.80,1.95,0.0000,4.82,0.0000
04-12 09:45,0.0,0.0,0.0,0.2,0.2,0.2735,4.80,1.95,0.0000,4.82,0.0000
04-12 10:15,0.0,0.0,0.0,0.2,0.2,0.2432,5.20,2.16,0.0000,4.82,0.0000
04-12 10:45,0.0,0.0,0.0,0.2,0.2,0.2170,5.20,2.16,0.0000,4.82,0.0000
04-12 11:15,0.0,0.0,0.0,0.2,0.2,0.1965,5.60,2.78,0.0000,4.82,0.0000
04-12 11:45,0.0,0.0,0.0,0.2,0.2,0.1731,5.60,2.78,0.0000,4.82,0.0000
04-12 12:15,0.0,0.0,0.0,0.2,0.2,0.1285,5.60,2.78,0.0000,4.82,0.0000
04-12 12:45,0.0,0.0,0.0,0.2,0.2,0.0551,5.60,2.78,0.0000,4.82,0.0000
04-12 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.20,2.16,0.0000,4.82,0.0000
04-12 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.20,2.16,0.0000,4.82,0.0000
04-12 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.70,3.40,0.0000,4.82,0.0000
04-12 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.70,3.40,0.0000,4.82,0.0000
04-12 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.60,2.77,0.0000,4.82,0.0000
04-12 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.60,2.77,0.0000,4.82,0.0000
04-12 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.50,3.41,0.0000,4.82,0.0000
04-12 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.50,3.41,0.0000,4.82,0.0000
04-12 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.20,3.32,0.0000,4.82,0.0000
04-12 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.20,3.32,0.0000,4.82,0.0000
04-12 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,4.60,3.04,0.0000,4.82,0.0000
04-12 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,4.60,3.04,0.0000,4.82,0.0000
04-12 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,3.90,2.39,0.0000,4.82,0.0000
04-12 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,3.90,2.39,0.0000,4.82,0.0000
04-12 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,3.90,2.52,0.0000,4.82,0.0000
04-12 20:45,0.0,0.0,0.0,0.2,0.2,0.1147,3.90,2.52,0.0000,4.82,0.0000
04-12 21:15,0.0,0.0,0.0,0.2,0.2,0.1700,4.10,2.08,0.0000,4.82,0.0000
04-12 21:45,0.0,0.0,0.0,0.2,0.2,0.1867,4.10,2.08,0.0000,4.82,0.0000
04-12 22:15,0.0,0.0,0.0,0.2,0.2,0.3985,4.20,2.46,0.0000,4.82,0.0000
04-12 22:45,0.0,0.0,0.0,0.2,0.2,0.3983,4.20,2.46,0.0000,4.82,0.0000
04-12 23:15,0.0,0.0,0.0,0.1,0.1,0.4315,4.20,2.33,0.0000,4.82,0.0000
04-12 23:45,0.0,0.0,0.0,0.1,0.1,0.4309,4.20,2.33,0.0000,4.82,0.0000
04-13 00:15,0.0,0.0,0.0,0.1,0.1,0.4649,4.00,2.37,0.0000,4.99,0.0000
04-13 00:45,0.0,0.0,0.0,0.1,0.1,0.4803,4.00,2.37,0.0000,4.99,0.0000
04-13 01:15,0.0,0.0,0.0,0.1,0.1,0.4933,4.00,2.64,0.0000,4.99,0.0000
04-13 01:45,0.0,0.0,0.0,0.1,0.1,0.5036,4.00,2.64,0.0000,4.99,0.0000
04-13 02:15,0.0,0.0,0.0,0.1,0.1,0.5097,4.10,2.75,0.0000,4.99,0.0000
04-13 02:45,0.0,0.0,0.0,0.1,0.1,0.5115,4.10,2.75,0.0000,4.99,0.0000
04-13 03:15,0.0,0.0,0.0,0.1,0.1,0.5165,3.80,2.28,0.0000,4.99,0.0000
04-13 03:45,0.0,0.0,0.0,0.1,0.1,0.5251,3.80,2.28,0.0000,4.99,0.0000
04-13 04:15,0.0,0.0,0.0,0.1,0.1,0.5312,4.00,2.76,0.0000,4.99,0.0000
04-13 04:45,0.0,0.0,0.0,0.1,0.1,0.5341,4.00,2.76,0.0000,4.99,0.0000
04-13 05:15,0.0,0.0,0.0,0.1,0.1,0.5365,4.20,3.23,0.0000,4.99,0.0000
04-13 05:45,0.0,0.0,0.0,0.1,0.1,0.5388,4.20,3.23,0.0000,4.99,0.0000
04-13 06:15,0.0,0.0,0.0,0.1,0.1,0.5355,5.00,4.55,0.0000,4.99,0.0000
04-13 06:45,0.0,0.0,0.0,0.1,0.1,0.5250,5.00,4.55,0.0000,4.99,0.0000
04-13 07:15,0.0,0.0,0.0,0.1,0.1,0.5103,5.40,5.18,0.0000,4.99,0.0000
04-13 07:45,0.0,0.0,0.0,0.1,0.1,0.4851,5.40,5.18,0.0000,4.99,0.0000
04-13 08:15,0.0,0.0,0.0,0.2,0.2,0.4454,6.40,5.98,0.0000,4.99,0.0000
04-13 08:45,0.0,0.0,0.0,0.2,0.2,0.3928,6.40,5.98,0.0000,4.99,0.0000
04-13 09:15,0.0,0.0,0.0,0.2,0.2,0.1972,8.10,7.54,0.0000,4.99,0.0000
04-13 09:45,0.0,0.0,0.0,0.2,0.2,0.1438,8.10,7.54,0.0000,4.99,0.0000
04-13 10:15,0.0,0.0,0.0,0.2,0.2,0.1011,9.00,8.01,0.0000,4.99,0.0000
04-13 10:45,0.0,0.0,0.0,0.2,0.2,0.0657,9.00,8.01,0.0000,4.99,0.0000
04-13 11:15,0.0,0.0,0.0,0.2,0.2,0.0242,9.90,8.79,0.0000,4.99,0.0000
04-13 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.90,8.79,0.0000,4.99,0.0000
04-13 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.70,9.30,0.0000,4.99,0.0000
04-13 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.70,9.30,0.0000,4.99,0.0000
04-13 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.10,10.25,0.0000,4.99,0.0000
04-13 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.10,10.25,0.0000,4.99,0.0000
04-13 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.90,10.83,0.0000,4.99,0.0000
04-13 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.90,10.83,0.0000,4.99,0.0000
04-13 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.30,10.47,0.0000,4.99,0.0000
04-13 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.30,10.47,0.0000,4.99,0.0000
04-13 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.50,9.74,0.0000,4.99,0.0000
04-13 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.50,9.74,0.0000,4.99,0.0000
04-13 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,7.85,0.0000,4.99,0.0000
04-13 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,7.85,0.0000,4.99,0.0000
04-13 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.30,7.65,0.0000,4.99,0.0000
04-13 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.30,7.65,0.0000,4.99,0.0000
04-13 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.50,7.57,0.0000,4.99,0.0000
04-13 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.50,7.57,0.0000,4.99,0.0000
04-13 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.60,7.11,0.0000,4.99,0.0000
04-13 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.60,7.11,0.0000,4.99,0.0000
04-13 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.50,6.61,0.0000,4.99,0.0000
04-13 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.50,6.61,0.0000,4.99,0.0000
04-13 22:15,0.0,0.0,0.0,0.2,0.2,0.2083,7.30,6.18,0.0000,4.99,0.0000
04-13 22:45,0.0,0.0,0.0,0.2,0.2,0.2112,7.30,6.18,0.0000,4.99,0.0000
04-13 23:15,0.0,0.0,0.0,0.1,0.1,0.2472,7.10,6.08,0.0000,4.99,0.0000
04-13 23:45,0.0,0.0,0.0,0.1,0.1,0.2544,7.10,6.08,0.0000,4.99,0.0000
04-14 00:15,0.0,0.0,0.0,0.1,0.1,0.2885,7.00,6.08,0.0000,5.74,0.0000
04-14 00:45,0.0,0.0,0.0,0.1,0.1,0.2966,7.00,6.08,0.0000,5.74,0.0000
04-14 01:15,0.0,0.0,0.0,0.1,0.1,0.3109,6.60,5.98,0.0000,5.74,0.0000
04-14 01:45,0.0,0.0,0.0,0.1,0.1,0.3314,6.60,5.98,0.0000,5.74,0.0000
04-14 02:15,0.0,0.0,0.0,0.1,0.1,0.3448,6.70,6.29,0.0000,5.74,0.0000
04-14 02:45,0.0,0.0,0.0,0.1,0.1,0.3503,6.70,6.29,0.0000,5.74,0.0000
04-14 03:15,0.0,0.0,0.0,0.1,0.1,0.3538,6.70,6.29,0.0000,5.74,0.0000
04-14 03:45,0.0,0.0,0.0,0.1,0.1,0.3563,6.70,6.29,0.0000,5.74,0.0000
04-14 04:15,0.0,0.0,0.0,0.1,0.1,0.3640,6.20,5.67,0.0000,5.74,0.0000
04-14 04:45,0.0,0.0,0.0,0.1,0.1,0.3767,6.20,5.67,0.0000,5.74,0.0000
04-14 05:15,0.0,0.0,0.0,0.1,0.1,0.3946,5.50,5.06,0.0000,5.74,0.0000
04-14 05:45,0.0,0.0,0.0,0.1,0.1,0.4177,5.50,5.06,0.0000,5.74,0.0000
04-14 06:15,0.0,0.0,0.0,0.1,0.1,0.4223,6.00,5.57,0.0000,5.74,0.0000
04-14 06:45,0.0,0.0,0.0,0.1,0.1,0.4047,6.00,5.57,0.0000,5.74,0.0000
04-14 07:15,0.0,0.0,0.0,0.1,0.1,0.3825,6.20,5.67,0.0000,5.74,0.0000
04-14 07:45,0.0,0.0,0.0,0.1,0.1,0.3543,6.20,5.67,0.0000,5.74,0.0000
04-14 08:15,0.0,0.0,0.0,0.2,0.2,0.3128,6.90,6.08,0.0000,5.74,0.0000
04-14 08:45,0.0,0.0,0.0,0.2,0.2,0.2517,6.90,6.08,0.0000,5.74,0.0000
04-14 09:15,0.0,0.0,0.0,0.2,0.2,0.0668,6.80,5.86,0.0000,5.74,0.0000
04-14 09:45,0.0,0.0,0.0,0.2,0.2,0.0492,6.80,5.86,0.0000,5.74,0.0000
04-14 10:15,0.0,0.0,0.0,0.2,0.2,0.0420,6.80,5.86,0.0000,5.74,0.0000
04-14 10:45,0.0,0.0,0.0,0.2,0.2,0.0421,6.80,5.86,0.0000,5.74,0.0000
04-14 11:15,0.0,0.0,0.0,0.2,0.2,0.0472,6.80,5.76,0.0000,5.74,0.0000
04-14 11:45,0.0,0.0,0.0,0.2,0.2,0.0581,6.80,5.76,0.0000,5.74,0.0000
04-14 12:15,0.0,0.0,0.0,0.2,0.2,0.0402,8.70,7.39,0.0000,5.74,0.0000
04-14 12:45,0.0,0.0,0.0,0.2,0.2,0.0020,8.70,7.39,0.0000,5.74,0.0000
04-14 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.80,7.25,0.0000,5.74,0.0000
04-14 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.80,7.25,0.0000,5.74,0.0000
04-14 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,8.18,0.0000,5.74,0.0000
04-14 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,8.18,0.0000,5.74,0.0000
04-14 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.60,8.35,0.0000,5.74,0.0000
04-14 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.60,8.35,0.0000,5.74,0.0000
04-14 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.60,8.54,0.0000,5.74,0.0000
04-14 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.60,8.54,0.0000,5.74,0.0000
04-14 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.30,8.72,0.0000,5.74,0.0000
04-14 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.30,8.72,0.0000,5.74,0.0000
04-14 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,8.37,0.0000,5.74,0.0000
04-14 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,8.37,0.0000,5.74,0.0000
04-14 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,7.79,0.0000,5.74,0.0000
04-14 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,7.79,0.0000,5.74,0.0000
04-14 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.70,7.39,0.0000,5.74,0.0000
04-14 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.70,7.39,0.0000,5.74,0.0000
04-14 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.90,6.83,0.0000,5.74,0.0000
04-14 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.90,6.83,0.0000,5.74,0.0000
04-14 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.00,7.14,0.0000,5.74,0.0000
04-14 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.00,7.14,0.0000,5.74,0.0000
