DateTime,System elec. CE (kgCO2/h),Total lights CE (kgCO2/h),Lights elec. CE (kgCO2/h),Total equip CE (kgCO2/h),Equip elec. CE (kgCO2/h),Room heating plant sens. load (kW),Wet-bulb temperature (°C),External dew-point temp. (°C),Room hum. plant load (kW),Daily running mean temp. (°C),System air heating load (kW)
06-23 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.40,10.78,0.0000,10.26,0.0000
06-23 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.40,10.78,0.0000,10.26,0.0000
06-23 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.60,11.29,0.0000,10.26,0.0000
06-23 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.60,11.29,0.0000,10.26,0.0000
06-23 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,12.00,11.32,0.0000,10.26,0.0000
06-23 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,12.00,11.32,0.0000,10.26,0.0000
06-23 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,11.04,0.0000,10.26,0.0000
06-23 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,11.04,0.0000,10.26,0.0000
06-23 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.60,11.29,0.0000,10.26,0.0000
06-23 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.60,11.29,0.0000,10.26,0.0000
06-23 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.60,11.30,0.0000,10.26,0.0000
06-23 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.60,11.30,0.0000,10.26,0.0000
06-23 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,12.20,12.06,0.0000,10.26,0.0000
06-23 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,12.20,12.06,0.0000,10.26,0.0000
06-23 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,12.10,11.73,0.0000,10.26,0.0000
06-23 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,12.10,11.73,0.0000,10.26,0.0000
06-23 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.10,11.88,0.0000,10.26,0.0000
06-23 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.10,11.88,0.0000,10.26,0.0000
06-23 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.70,11.48,0.0000,10.26,0.0000
06-23 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.70,11.48,0.0000,10.26,0.0000
06-23 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.20,12.13,0.0000,10.26,0.0000
06-23 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.20,12.13,0.0000,10.26,0.0000
06-23 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.70,10.94,0.0000,10.26,0.0000
06-23 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.70,10.94,0.0000,10.26,0.0000
06-23 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,10.34,0.0000,10.26,0.0000
06-23 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,10.34,0.0000,10.26,0.0000
06-23 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.70,9.89,0.0000,10.26,0.0000
06-23 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.70,9.89,0.0000,10.26,0.0000
06-24 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,9.47,0.0000,10.57,0.0000
06-24 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,9.47,0.0000,10.57,0.0000
06-24 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,9.14,0.0000,10.57,0.0000
06-24 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,9.14,0.0000,10.57,0.0000
06-24 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,9.70,0.0000,10.57,0.0000
06-24 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,9.70,0.0000,10.57,0.0000
06-24 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,9.87,0.0000,10.57,0.0000
06-24 03:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,9.87,0.0000,10.57,0.0000
06-24 04:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.58,0.0000,10.57,0.0000
06-24 04:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.58,0.0000,10.57,0.0000
06-24 05:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.68,0.0000,10.57,0.0000
06-24 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.68,0.0000,10.57,0.0000
06-24 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,9.89,0.0000,10.57,0.0000
06-24 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,9.89,0.0000,10.57,0.0000
06-24 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,10.20,0.0000,10.57,0.0000
06-24 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,10.20,0.0000,10.57,0.0000
06-24 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,10.03,0.0000,10.57,0.0000
06-24 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.60,10.03,0.0000,10.57,0.0000
06-24 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.00,10.53,0.0000,10.57,0.0000
06-24 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.00,10.53,0.0000,10.57,0.0000
06-24 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,10.52,0.0000,10.57,0.0000
06-24 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,10.52,0.0000,10.57,0.0000
06-24 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,9.53,0.0000,10.57,0.0000
06-24 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.20,9.53,0.0000,10.57,0.0000
06-24 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,9.87,0.0000,10.57,0.0000
06-24 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,9.87,0.0000,10.57,0.0000
06-24 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.90,9.25,0.0000,10.57,0.0000
06-24 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.90,9.25,0.0000,10.57,0.0000
06-24 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,8.88,0.0000,10.57,0.0000
06-24 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,8.88,0.0000,10.57,0.0000
06-24 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,7.34,0.0000,10.57,0.0000
06-24 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,7.34,0.0000,10.57,0.0000
06-24 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,7.78,0.0000,10.57,0.0000
06-24 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,7.78,0.0000,10.57,0.0000
06-24 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,8.51,0.0000,10.57,0.0000
06-24 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,8.51,0.0000,10.57,0.0000
06-24 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.20,8.75,0.0000,10.57,0.0000
06-24 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.20,8.75,0.0000,10.57,0.0000
06-24 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,9.17,0.0000,10.57,0.0000
06-24 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,9.17,0.0000,10.57,0.0000
06-24 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,9.50,0.0000,10.57,0.0000
06-24 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,9.50,0.0000,10.57,0.0000
06-24 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.90,8.18,0.0000,10.57,0.0000
06-24 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.90,8.18,0.0000,10.57,0.0000
06-24 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.00,8.56,0.0000,10.57,0.0000
06-24 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.00,8.56,0.0000,10.57,0.0000
06-24 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.40,9.06,0.0000,10.57,0.0000
06-24 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.40,9.06,0.0000,10.57,0.0000
06-25 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,7.80,7.61,0.0000,10.70,0.0000
06-25 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,7.80,7.61,0.0000,10.70,0.0000
06-25 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,7.90,7.90,0.0000,10.70,0.0000
06-25 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,7.90,7.90,0.0000,10.70,0.0000
06-25 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,6.70,6.60,0.0000,10.70,0.0000
06-25 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,6.70,6.60,0.0000,10.70,0.0000
06-25 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,6.50,6.40,0.0000,10.70,0.0000
06-25 03:45,0.0,0.0,0.0,0.1,0.1,0.0358,6.50,6.40,0.0000,10.70,0.0000
06-25 04:15,0.0,0.0,0.0,0.1,0.1,0.0469,7.60,7.22,0.0000,10.70,0.0000
06-25 04:45,0.0,0.0,0.0,0.1,0.1,0.0206,7.60,7.22,0.0000,10.70,0.0000
06-25 05:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.10,7.25,0.0000,10.70,0.0000
06-25 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.10,7.25,0.0000,10.70,0.0000
06-25 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,8.41,0.0000,10.70,0.0000
06-25 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.20,8.41,0.0000,10.70,0.0000
06-25 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,8.21,0.0000,10.70,0.0000
06-25 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,8.21,0.0000,10.70,0.0000
06-25 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,7.91,0.0000,10.70,0.0000
06-25 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,7.91,0.0000,10.70,0.0000
06-25 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,7.90,0.0000,10.70,0.0000
06-25 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,7.90,0.0000,10.70,0.0000
06-25 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,7.90,0.0000,10.70,0.0000
06-25 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,7.90,0.0000,10.70,0.0000
06-25 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,8.70,0.0000,10.70,0.0000
06-25 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,8.70,0.0000,10.70,0.0000
06-25 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.70,9.13,0.0000,10.70,0.0000
06-25 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.70,9.13,0.0000,10.70,0.0000
06-25 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,10.12,0.0000,10.70,0.0000
06-25 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,10.12,0.0000,10.70,0.0000
06-25 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.80,10.00,0.0000,10.70,0.0000
06-25 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.80,10.00,0.0000,10.70,0.0000
06-25 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.50,9.60,0.0000,10.70,0.0000
06-25 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.50,9.60,0.0000,10.70,0.0000
06-25 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.27,0.0000,10.70,0.0000
06-25 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.27,0.0000,10.70,0.0000
06-25 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,9.14,0.0000,10.70,0.0000
06-25 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,9.14,0.0000,10.70,0.0000
06-25 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,9.16,0.0000,10.70,0.0000
06-25 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,9.16,0.0000,10.70,0.0000
06-25 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,8.85,0.0000,10.70,0.0000
06-25 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,8.85,0.0000,10.70,0.0000
06-25 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,8.62,0.0000,10.70,0.0000
06-25 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,8.62,0.0000,10.70,0.0000
06-25 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,8.50,0.0000,10.70,0.0000
06-25 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,8.50,0.0000,10.70,0.0000
06-25 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.00,8.29,0.0000,10.70,0.0000
06-25 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.00,8.29,0.0000,10.70,0.0000
06-25 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.68,0.0000,10.70,0.0000
06-25 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.68,0.0000,10.70,0.0000
06-26 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,6.90,5.98,0.0000,10.64,0.0000
06-26 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,6.90,5.98,0.0000,10.64,0.0000
06-26 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,6.90,6.19,0.0000,10.64,0.0000
06-26 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,6.90,6.19,0.0000,10.64,0.0000
06-26 02:15,0.0,0.0,0.0,0.1,0.1,0.0167,6.10,5.36,0.0000,10.64,0.0000
06-26 02:45,0.0,0.0,0.0,0.1,0.1,0.0722,6.10,5.36,0.0000,10.64,0.0000
06-26 03:15,0.0,0.0,0.0,0.1,0.1,0.1081,5.70,5.05,0.0000,10.64,0.0000
06-26 03:45,0.0,0.0,0.0,0.1,0.1,0.1357,5.70,5.05,0.0000,10.64,0.0000
06-26 04:15,0.0,0.0,0.0,0.1,0.1,0.1590,5.40,4.85,0.0000,10.64,0.0000
06-26 04:45,0.0,0.0,0.0,0.1,0.1,0.1778,5.40,4.85,0.0000,10.64,0.0000
06-26 05:15,0.0,0.0,0.0,0.1,0.1,0.1720,6.50,5.88,0.0000,10.64,0.0000
06-26 05:45,0.0,0.0,0.0,0.1,0.1,0.1383,6.50,5.88,0.0000,10.64,0.0000
06-26 06:15,0.0,0.0,0.0,0.1,0.1,0.0855,8.00,6.75,0.0000,10.64,0.0000
06-26 06:45,0.0,0.0,0.0,0.1,0.1,0.0179,8.00,6.75,0.0000,10.64,0.0000
06-26 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.30,6.27,0.0000,10.64,0.0000
06-26 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.30,6.27,0.0000,10.64,0.0000
06-26 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.20,5.20,0.0000,10.64,0.0000
06-26 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.20,5.20,0.0000,10.64,0.0000
06-26 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.70,6.42,0.0000,10.64,0.0000
06-26 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.70,6.42,0.0000,10.64,0.0000
06-26 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.70,6.42,0.0000,10.64,0.0000
06-26 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.70,6.42,0.0000,10.64,0.0000
06-26 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.10,6.07,0.0000,10.64,0.0000
06-26 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.10,6.07,0.0000,10.64,0.0000
06-26 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.50,6.75,0.0000,10.64,0.0000
06-26 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.50,6.75,0.0000,10.64,0.0000
06-26 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,7.56,0.0000,10.64,0.0000
06-26 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,7.56,0.0000,10.64,0.0000
06-26 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,8.06,0.0000,10.64,0.0000
06-26 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.30,8.06,0.0000,10.64,0.0000
06-26 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,7.28,0.0000,10.64,0.0000
06-26 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,7.28,0.0000,10.64,0.0000
06-26 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,7.27,0.0000,10.64,0.0000
06-26 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.70,7.27,0.0000,10.64,0.0000
06-26 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.10,6.58,0.0000,10.64,0.0000
06-26 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.10,6.58,0.0000,10.64,0.0000
06-26 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,7.62,0.0000,10.64,0.0000
06-26 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,7.62,0.0000,10.64,0.0000
06-26 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,8.09,0.0000,10.64,0.0000
06-26 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.50,8.09,0.0000,10.64,0.0000
06-26 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,7.78,0.0000,10.64,0.0000
06-26 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,7.78,0.0000,10.64,0.0000
06-26 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,8.67,0.0000,10.64,0.0000
06-26 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,8.67,0.0000,10.64,0.0000
06-26 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.90,9.05,0.0000,10.64,0.0000
06-26 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.90,9.05,0.0000,10.64,0.0000
06-26 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,9.48,0.0000,10.64,0.0000
06-26 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,9.48,0.0000,10.64,0.0000
06-27 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.50,0.0000,10.57,0.0000
06-27 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.50,0.0000,10.57,0.0000
06-27 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.41,0.0000,10.57,0.0000
06-27 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.41,0.0000,10.57,0.0000
06-27 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.52,0.0000,10.57,0.0000
06-27 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.52,0.0000,10.57,0.0000
06-27 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.69,0.0000,10.57,0.0000
06-27 03:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.10,9.69,0.0000,10.57,0.0000
06-27 04:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.41,0.0000,10.57,0.0000
06-27 04:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.00,9.41,0.0000,10.57,0.0000
06-27 05:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,10.00,0.0000,10.57,0.0000
06-27 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,10.00,0.0000,10.57,0.0000
06-27 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,9.99,0.0000,10.57,0.0000
06-27 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.40,9.99,0.0000,10.57,0.0000
06-27 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,10.12,0.0000,10.57,0.0000
06-27 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.60,10.12,0.0000,10.57,0.0000
06-27 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,10.79,0.0000,10.57,0.0000
06-27 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,10.79,0.0000,10.57,0.0000
06-27 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.00,10.61,0.0000,10.57,0.0000
06-27 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.00,10.61,0.0000,10.57,0.0000
06-27 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,10.90,10.51,0.0000,10.57,0.0000
06-27 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,10.90,10.51,0.0000,10.57,0.0000
06-27 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.71,0.0000,10.57,0.0000
06-27 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.71,0.0000,10.57,0.0000
06-27 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.40,10.86,0.0000,10.57,0.0000
06-27 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.40,10.86,0.0000,10.57,0.0000
06-27 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.20,10.73,0.0000,10.57,0.0000
06-27 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.20,10.73,0.0000,10.57,0.0000
06-27 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,11.07,0.0000,10.57,0.0000
06-27 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,11.07,0.0000,10.57,0.0000
06-27 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,11.15,0.0000,10.57,0.0000
06-27 15:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.30,11.15,0.0000,10.57,0.0000
06-27 16:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.87,0.0000,10.57,0.0000
06-27 16:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,10.87,0.0000,10.57,0.0000
06-27 17:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.00,10.77,0.0000,10.57,0.0000
06-27 17:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.00,10.77,0.0000,10.57,0.0000
06-27 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,11.02,0.0000,10.57,0.0000
06-27 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,11.02,0.0000,10.57,0.0000
06-27 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,11.10,0.0000,10.57,0.0000
06-27 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,11.10,0.0000,10.57,0.0000
06-27 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,11.10,0.0000,10.57,0.0000
06-27 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,11.10,0.0000,10.57,0.0000
06-27 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,10.82,0.0000,10.57,0.0000
06-27 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,10.82,0.0000,10.57,0.0000
06-27 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,10.92,0.0000,10.57,0.0000
06-27 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,10.92,0.0000,10.57,0.0000
06-27 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,11.10,0.0000,10.57,0.0000
06-27 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.10,11.10,0.0000,10.57,0.0000
06-28 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.20,11.20,0.0000,10.69,0.0000
06-28 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.20,11.20,0.0000,10.69,0.0000
06-28 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,11.42,0.0000,10.69,0.0000
06-28 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,11.42,0.0000,10.69,0.0000
06-28 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.80,11.80,0.0000,10.69,0.0000
06-28 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.80,11.80,0.0000,10.69,0.0000
06-28 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,11.50,0.0000,10.69,0.0000
06-28 03:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,11.50,0.0000,10.69,0.0000
06-28 04:15,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,11.50,0.0000,10.69,0.0000
06-28 04:45,0.0,0.0,0.0,0.1,0.1,0.0000,11.50,11.50,0.0000,10.69,0.0000
06-28 05:15,0.0,0.0,0.0,0.1,0.1,0.0000,12.40,12.40,0.0000,10.69,0.0000
06-28 05:45,0.0,0.0,0.0,0.1,0.1,0.0000,12.40,12.40,0.0000,10.69,0.0000
06-28 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,13.50,13.37,0.0000,10.69,0.0000
06-28 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,13.50,13.37,0.0000,10.69,0.0000
06-28 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,13.70,13.64,0.0000,10.69,0.0000
06-28 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,13.70,13.64,0.0000,10.69,0.0000
06-28 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,15.90,15.49,0.0000,10.69,0.0000
06-28 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,15.90,15.49,0.0000,10.69,0.0000
06-28 09:15,0.0,0.0,0.0,0.1,0.1,0.0000,16.80,15.94,0.0000,10.69,0.0000
06-28 09:45,0.0,0.0,0.0,0.1,0.1,0.0000,16.80,15.94,0.0000,10.69,0.0000
06-28 10:15,0.0,0.0,0.0,0.1,0.1,0.0000,16.80,15.95,0.0000,10.69,0.0000
06-28 10:45,0.0,0.0,0.0,0.1,0.1,0.0000,16.80,15.95,0.0000,10.69,0.0000
06-28 11:15,0.0,0.0,0.0,0.1,0.1,0.0000,16.50,15.45,0.0000,10.69,0.0000
06-28 11:45,0.0,0.0,0.0,0.1,0.1,0.0000,16.50,15.45,0.0000,10.69,0.0000
06-28 12:15,0.0,0.0,0.0,0.1,0.1,0.0000,16.70,15.31,0.0000,10.69,0.0000
06-28 12:45,0.0,0.0,0.0,0.1,0.1,0.0000,16.70,15.31,0.0000,10.69,0.0000
06-28 13:15,0.0,0.0,0.0,0.1,0.1,0.0000,17.50,15.64,0.0000,10.69,0.0000
06-28 13:45,0.0,0.0,0.0,0.1,0.1,0.0000,17.50,15.64,0.0000,10.69,0.0000
06-28 14:15,0.0,0.0,0.0,0.1,0.1,0.0000,17.50,15.87,0.0000,10.69,0.0000
06-28 14:45,0.0,0.0,0.0,0.1,0.1,0.0000,17.50,15.87,0.0000,10.69,0.0000
06-28 15:15,0.0,0.0,0.0,0.1,0.1,0.0000,17.40,15.59,0.0000,10.69,0.0000
