DateTime,Aux vent heating load (kW),Max. adaptive temp. (°C),Wind speed (m/s),Wind direction[E of N] (deg.),Boilers load (kW),Direct radiation (W/m²),Ap Sys boilers load (kW),Boilers energy (kBtu/h),Diffuse radiation (W/m²),Global radiation (W/m²),Solar altitude (deg.)
06-01 16:15,0.0000,24.95,4.00,300.0,1.2229,184.972,1.2229,4.688,265.000,372.000,35.3
06-01 16:45,0.0000,24.95,4.00,300.0,1.2229,184.972,1.2229,4.688,265.000,372.000,35.3
06-01 17:15,0.0000,24.95,4.50,300.0,1.2229,163.602,1.2229,4.688,189.000,263.000,26.9
06-01 17:45,0.0000,24.95,4.50,300.0,1.2229,163.602,1.2229,4.688,189.000,263.000,26.9
06-01 18:15,0.0000,24.95,4.00,290.0,1.2229,161.231,1.2229,4.688,162.000,213.000,18.4
06-01 18:45,0.0000,24.95,4.00,290.0,1.2229,161.231,1.2229,4.688,162.000,213.000,18.4
06-01 19:15,0.0000,24.95,3.00,290.0,1.2229,139.097,1.2229,4.688,95.000,120.000,10.4
06-01 19:45,0.0000,24.95,3.00,290.0,1.2229,139.097,1.2229,4.688,95.000,120.000,10.4
06-01 20:15,0.0000,24.95,1.50,310.0,1.2229,38.558,1.2229,4.688,45.000,47.000,3.0
06-01 20:45,0.0000,24.95,1.50,310.0,1.2229,38.558,1.2229,4.688,45.000,47.000,3.0
06-01 21:15,0.0000,24.95,1.50,320.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-01 21:45,0.0000,24.95,1.50,320.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-01 22:15,0.0000,24.95,1.00,220.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-01 22:45,0.0000,24.95,1.00,220.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-01 23:15,0.0000,24.95,3.00,260.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-01 23:45,0.0000,24.95,3.00,260.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 00:15,0.0000,25.12,3.00,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 00:45,0.0000,25.12,3.00,250.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 01:15,0.0000,25.12,1.00,210.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 01:45,0.0000,25.12,1.00,210.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 02:15,0.0000,25.12,1.00,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 02:45,0.0000,25.12,1.00,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 03:15,0.0000,25.12,2.00,270.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 03:45,0.0000,25.12,2.00,270.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 04:15,0.0000,25.12,2.00,270.0,1.2229,0.000,1.2229,4.688,6.000,6.000,2.2
06-02 04:45,0.0000,25.12,2.00,270.0,1.2229,0.000,1.2229,4.688,6.000,6.000,2.2
06-02 05:15,0.0000,25.12,2.00,260.0,1.2229,18.202,1.2229,4.688,36.000,39.000,9.5
06-02 05:45,0.0000,25.12,2.00,260.0,1.2229,18.202,1.2229,4.688,36.000,39.000,9.5
06-02 06:15,0.0000,25.12,1.50,240.0,1.2229,23.281,1.2229,4.688,114.000,121.000,17.5
06-02 06:45,0.0000,25.12,1.50,240.0,1.2229,23.281,1.2229,4.688,114.000,121.000,17.5
06-02 07:15,0.0000,25.12,1.00,260.0,1.2229,29.739,1.2229,4.688,231.000,244.000,25.9
06-02 07:45,0.0000,25.12,1.00,260.0,1.2229,29.739,1.2229,4.688,231.000,244.000,25.9
06-02 08:15,0.0000,25.12,1.50,100.0,1.2229,33.634,1.2229,4.688,309.000,328.000,34.4
06-02 08:45,0.0000,25.12,1.50,100.0,1.2229,33.634,1.2229,4.688,309.000,328.000,34.4
06-02 09:15,0.0000,25.12,2.50,110.0,1.2229,35.541,1.2229,4.688,361.000,385.000,42.5
06-02 09:45,0.0000,25.12,2.50,110.0,1.2229,35.541,1.2229,4.688,361.000,385.000,42.5
06-02 10:15,0.0000,25.12,3.00,110.0,1.2229,38.122,1.2229,4.688,428.000,457.000,49.5
06-02 10:45,0.0000,25.12,3.00,110.0,1.2229,38.122,1.2229,4.688,428.000,457.000,49.5
06-02 11:15,0.0000,25.12,3.00,120.0,1.2229,39.243,1.2229,4.688,364.000,396.000,54.6
06-02 11:45,0.0000,25.12,3.00,120.0,1.2229,39.243,1.2229,4.688,364.000,396.000,54.6
06-02 12:15,0.0000,25.12,3.00,120.0,1.2229,39.490,1.2229,4.688,280.000,313.000,56.7
06-02 12:45,0.0000,25.12,3.00,120.0,1.2229,39.490,1.2229,4.688,280.000,313.000,56.7
06-02 13:15,0.0000,25.12,3.50,120.0,1.2229,3.658,1.2229,4.688,136.000,139.000,55.1
06-02 13:45,0.0000,25.12,3.50,120.0,1.2229,3.658,1.2229,4.688,136.000,139.000,55.1
06-02 14:15,0.0000,25.12,4.00,140.0,1.2229,3.898,1.2229,4.688,138.000,141.000,50.3
06-02 14:45,0.0000,25.12,4.00,140.0,1.2229,3.898,1.2229,4.688,138.000,141.000,50.3
06-02 15:15,0.0000,25.12,3.50,140.0,1.2229,4.361,1.2229,4.688,125.000,128.000,43.5
06-02 15:45,0.0000,25.12,3.50,140.0,1.2229,4.361,1.2229,4.688,125.000,128.000,43.5
06-02 16:15,0.0000,25.12,3.50,150.0,1.2229,1.723,1.2229,4.688,65.000,66.000,35.5
06-02 16:45,0.0000,25.12,3.50,150.0,1.2229,1.723,1.2229,4.688,65.000,66.000,35.5
06-02 17:15,0.0000,25.12,2.50,160.0,1.2229,2.201,1.2229,4.688,40.000,41.000,27.0
06-02 17:45,0.0000,25.12,2.50,160.0,1.2229,2.201,1.2229,4.688,40.000,41.000,27.0
06-02 18:15,0.0000,25.12,2.50,170.0,1.2229,3.140,1.2229,4.688,46.000,47.000,18.6
06-02 18:45,0.0000,25.12,2.50,170.0,1.2229,3.140,1.2229,4.688,46.000,47.000,18.6
06-02 19:15,0.0000,25.12,2.50,160.0,1.2229,5.494,1.2229,4.688,42.000,43.000,10.5
06-02 19:45,0.0000,25.12,2.50,160.0,1.2229,5.494,1.2229,4.688,42.000,43.000,10.5
06-02 20:15,0.0000,25.12,2.00,150.0,1.2229,18.432,1.2229,4.688,18.000,19.000,3.1
06-02 20:45,0.0000,25.12,2.00,150.0,1.2229,18.432,1.2229,4.688,18.000,19.000,3.1
06-02 21:15,0.0000,25.12,2.00,140.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 21:45,0.0000,25.12,2.00,140.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 22:15,0.0000,25.12,2.50,120.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 22:45,0.0000,25.12,2.50,120.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 23:15,0.0000,25.12,3.00,120.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-02 23:45,0.0000,25.12,3.00,120.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 00:15,0.0000,25.12,3.00,100.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 00:45,0.0000,25.12,3.00,100.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 01:15,0.0000,25.12,2.50,90.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 01:45,0.0000,25.12,2.50,90.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 02:15,0.0000,25.12,2.50,70.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 02:45,0.0000,25.12,2.50,70.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 03:15,0.0000,25.12,2.50,50.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 03:45,0.0000,25.12,2.50,50.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 04:15,0.0000,25.12,3.00,50.0,1.2229,24.682,1.2229,4.688,11.000,12.000,2.3
06-03 04:45,0.0000,25.12,3.00,50.0,1.2229,24.682,1.2229,4.688,11.000,12.000,2.3
06-03 05:15,0.0000,25.12,3.50,40.0,1.2229,12.023,1.2229,4.688,39.000,41.000,9.6
06-03 05:45,0.0000,25.12,3.50,40.0,1.2229,12.023,1.2229,4.688,39.000,41.000,9.6
06-03 06:15,0.0000,25.12,3.50,30.0,1.2229,13.242,1.2229,4.688,87.000,91.000,17.6
06-03 06:45,0.0000,25.12,3.50,30.0,1.2229,13.242,1.2229,4.688,87.000,91.000,17.6
06-03 07:15,0.0000,25.12,4.00,40.0,1.2229,20.529,1.2229,4.688,132.000,141.000,26.0
06-03 07:45,0.0000,25.12,4.00,40.0,1.2229,20.529,1.2229,4.688,132.000,141.000,26.0
06-03 08:15,0.0000,25.12,3.00,40.0,1.2229,5.299,1.2229,4.688,108.000,111.000,34.5
06-03 08:45,0.0000,25.12,3.00,40.0,1.2229,5.299,1.2229,4.688,108.000,111.000,34.5
06-03 09:15,0.0000,25.12,3.00,40.0,1.2229,5.913,1.2229,4.688,153.000,157.000,42.6
06-03 09:45,0.0000,25.12,3.00,40.0,1.2229,5.913,1.2229,4.688,153.000,157.000,42.6
06-03 10:15,0.0000,25.12,2.50,30.0,1.2229,3.938,1.2229,4.688,122.000,125.000,49.6
06-03 10:45,0.0000,25.12,2.50,30.0,1.2229,3.938,1.2229,4.688,122.000,125.000,49.6
06-03 11:15,0.0000,25.12,3.50,40.0,1.2229,6.123,1.2229,4.688,203.000,208.000,54.7
06-03 11:45,0.0000,25.12,3.50,40.0,1.2229,6.123,1.2229,4.688,203.000,208.000,54.7
06-03 12:15,0.0000,25.12,3.50,30.0,1.2229,16.728,1.2229,4.688,290.000,304.000,56.8
06-03 12:45,0.0000,25.12,3.50,30.0,1.2229,16.728,1.2229,4.688,290.000,304.000,56.8
06-03 13:15,0.0000,25.12,4.00,20.0,1.2229,15.827,1.2229,4.688,247.000,260.000,55.2
06-03 13:45,0.0000,25.12,4.00,20.0,1.2229,15.827,1.2229,4.688,247.000,260.000,55.2
06-03 14:15,0.0000,25.12,4.00,20.0,1.2229,23.343,1.2229,4.688,197.000,215.000,50.5
06-03 14:45,0.0000,25.12,4.00,20.0,1.2229,23.343,1.2229,4.688,197.000,215.000,50.5
06-03 15:15,0.0000,25.12,4.50,20.0,1.2229,1.450,1.2229,4.688,86.000,87.000,43.6
06-03 15:45,0.0000,25.12,4.50,20.0,1.2229,1.450,1.2229,4.688,86.000,87.000,43.6
06-03 16:15,0.0000,25.12,4.50,20.0,1.2229,1.718,1.2229,4.688,35.000,36.000,35.6
06-03 16:45,0.0000,25.12,4.50,20.0,1.2229,1.718,1.2229,4.688,35.000,36.000,35.6
06-03 17:15,0.0000,25.12,4.50,30.0,1.2229,2.192,1.2229,4.688,22.000,23.000,27.1
06-03 17:45,0.0000,25.12,4.50,30.0,1.2229,2.192,1.2229,4.688,22.000,23.000,27.1
06-03 18:15,0.0000,25.12,4.50,30.0,1.2229,3.119,1.2229,4.688,22.000,23.000,18.7
06-03 18:45,0.0000,25.12,4.50,30.0,1.2229,3.119,1.2229,4.688,22.000,23.000,18.7
06-03 19:15,0.0000,25.12,4.50,30.0,1.2229,0.000,1.2229,4.688,11.000,11.000,10.6
06-03 19:45,0.0000,25.12,4.50,30.0,1.2229,0.000,1.2229,4.688,11.000,11.000,10.6
06-03 20:15,0.0000,25.12,4.00,30.0,1.2229,0.000,1.2229,4.688,2.000,2.000,3.2
06-03 20:45,0.0000,25.12,4.00,30.0,1.2229,0.000,1.2229,4.688,2.000,2.000,3.2
06-03 21:15,0.0000,25.12,4.00,40.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 21:45,0.0000,25.12,4.00,40.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 22:15,0.0000,25.12,5.00,30.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 22:45,0.0000,25.12,5.00,30.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 23:15,0.0000,25.12,5.00,30.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-03 23:45,0.0000,25.12,5.00,30.0,1.2494,0.000,1.2494,4.790,0.000,0.000,0.0
06-04 00:15,0.0000,25.06,5.50,30.0,1.3096,0.000,1.3096,5.021,0.000,0.000,0.0
06-04 00:45,0.0000,25.06,5.50,30.0,1.3269,0.000,1.3269,5.087,0.000,0.000,0.0
06-04 01:15,0.0000,25.06,5.00,20.0,1.3386,0.000,1.3386,5.132,0.000,0.000,0.0
06-04 01:45,0.0000,25.06,5.00,20.0,1.3465,0.000,1.3465,5.162,0.000,0.000,0.0
06-04 02:15,0.0000,25.06,5.00,0.0,1.3544,0.000,1.3544,5.192,0.000,0.000,0.0
06-04 02:45,0.0000,25.06,5.00,0.0,1.3630,0.000,1.3630,5.226,0.000,0.000,0.0
06-04 03:15,0.0000,25.06,5.50,0.0,1.3727,0.000,1.3727,5.263,0.000,0.000,0.0
06-04 03:45,0.0000,25.06,5.50,0.0,1.3836,0.000,1.3836,5.304,0.000,0.000,0.0
06-04 04:15,0.0000,25.06,5.00,0.0,1.3883,23.756,1.3883,5.323,7.000,8.000,2.4
06-04 04:45,0.0000,25.06,5.00,0.0,1.3860,23.756,1.3860,5.314,7.000,8.000,2.4
06-04 05:15,0.0000,25.06,5.50,0.0,1.3831,5.960,1.3831,5.303,28.000,29.000,9.7
06-04 05:45,0.0000,25.06,5.50,0.0,1.3789,5.960,1.3789,5.286,28.000,29.000,9.7
06-04 06:15,0.0000,25.06,5.00,10.0,1.3739,6.593,1.3739,5.267,68.000,70.000,17.7
06-04 06:45,0.0000,25.06,5.00,10.0,1.3672,6.593,1.3672,5.242,68.000,70.000,17.7
06-04 07:15,0.0000,25.06,5.50,0.0,1.3533,6.824,1.3533,5.188,105.000,108.000,26.1
06-04 07:45,0.0000,25.06,5.50,0.0,1.3332,6.824,1.3332,5.111,105.000,108.000,26.1
06-04 08:15,0.0000,25.06,5.00,10.0,1.3169,5.289,1.3169,5.049,126.000,129.000,34.6
06-04 08:45,0.0000,25.06,5.00,10.0,1.2956,5.289,1.2956,4.967,126.000,129.000,34.6
06-04 09:15,0.0000,25.06,5.00,10.0,1.2229,5.904,1.2229,4.688,147.000,151.000,42.6
06-04 09:45,0.0000,25.06,5.00,10.0,1.2229,5.904,1.2229,4.688,147.000,151.000,42.6
06-04 10:15,0.0000,25.06,6.00,10.0,1.2229,10.486,1.2229,4.688,207.000,215.000,49.7
06-04 10:45,0.0000,25.06,6.00,10.0,1.2229,10.486,1.2229,4.688,207.000,215.000,49.7
06-04 11:15,0.0000,25.06,6.00,10.0,1.2229,14.675,1.2229,4.688,266.000,278.000,54.9
06-04 11:45,0.0000,25.06,6.00,10.0,1.2229,14.675,1.2229,4.688,266.000,278.000,54.9
06-04 12:15,0.0000,25.06,6.00,20.0,1.2229,13.125,1.2229,4.688,263.000,274.000,56.9
06-04 12:45,0.0000,25.06,6.00,20.0,1.2229,13.125,1.2229,4.688,263.000,274.000,56.9
06-04 13:15,0.0000,25.06,6.50,20.0,1.2229,18.233,1.2229,4.688,285.000,300.000,55.4
06-04 13:45,0.0000,25.06,6.50,20.0,1.2229,18.233,1.2229,4.688,285.000,300.000,55.4
06-04 14:15,0.0000,25.06,6.00,20.0,1.2229,187.691,1.2229,4.688,235.000,380.000,50.6
06-04 14:45,0.0000,25.06,6.00,20.0,1.2229,187.691,1.2229,4.688,235.000,380.000,50.6
06-04 15:15,0.0000,25.06,5.50,30.0,1.2229,177.979,1.2229,4.688,159.000,282.000,43.7
06-04 15:45,0.0000,25.06,5.50,30.0,1.2229,177.979,1.2229,4.688,159.000,282.000,43.7
06-04 16:15,0.0000,25.06,5.00,30.0,1.2229,210.664,1.2229,4.688,286.000,409.000,35.7
06-04 16:45,0.0000,25.06,5.00,30.0,1.2229,210.664,1.2229,4.688,286.000,409.000,35.7
06-04 17:15,0.0000,25.06,4.50,30.0,1.2229,50.198,1.2229,4.688,258.000,281.000,27.3
06-04 17:45,0.0000,25.06,4.50,30.0,1.2229,50.198,1.2229,4.688,258.000,281.000,27.3
06-04 18:15,0.0000,25.06,3.50,30.0,1.2229,158.089,1.2229,4.688,145.000,196.000,18.8
06-04 18:45,0.0000,25.06,3.50,30.0,1.2229,158.089,1.2229,4.688,145.000,196.000,18.8
06-04 19:15,0.0000,25.06,2.50,20.0,1.2229,134.143,1.2229,4.688,72.000,97.000,10.7
06-04 19:45,0.0000,25.06,2.50,20.0,1.2229,134.143,1.2229,4.688,72.000,97.000,10.7
06-04 20:15,0.0000,25.06,2.00,0.0,1.2229,646.680,1.2229,4.688,30.000,68.000,3.4
06-04 20:45,0.0000,25.06,2.00,0.0,1.2229,646.680,1.2229,4.688,30.000,68.000,3.4
06-04 21:15,0.0000,25.06,1.50,350.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-04 21:45,0.0000,25.06,1.50,350.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-04 22:15,0.0000,25.06,1.50,330.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-04 22:45,0.0000,25.06,1.50,330.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-04 23:15,0.0000,25.06,1.50,320.0,1.2699,0.000,1.2699,4.869,0.000,0.000,0.0
06-04 23:45,0.0000,25.06,1.50,320.0,1.3735,0.000,1.3735,5.266,0.000,0.000,0.0
06-05 00:15,0.0000,25.00,1.50,270.0,1.4469,0.000,1.4469,5.547,0.000,0.000,0.0
06-05 00:45,0.0000,25.00,1.50,270.0,1.4692,0.000,1.4692,5.633,0.000,0.000,0.0
06-05 01:15,0.0000,25.00,2.50,280.0,1.4677,0.000,1.4677,5.627,0.000,0.000,0.0
06-05 01:45,0.0000,25.00,2.50,280.0,1.4456,0.000,1.4456,5.542,0.000,0.000,0.0
06-05 02:15,0.0000,25.00,1.00,320.0,1.4369,0.000,1.4369,5.509,0.000,0.000,0.0
06-05 02:45,0.0000,25.00,1.00,320.0,1.4428,0.000,1.4428,5.531,0.000,0.000,0.0
06-05 03:15,0.0000,25.00,1.00,0.0,1.4482,0.000,1.4482,5.552,0.000,0.000,0.0
06-05 03:45,0.0000,25.00,1.00,0.0,1.4534,0.000,1.4534,5.572,0.000,0.000,0.0
06-05 04:15,0.0000,25.00,0.00,0.0,1.4542,114.772,1.4542,5.575,21.000,26.000,2.5
06-05 04:45,0.0000,25.00,0.00,0.0,1.4480,114.772,1.4480,5.551,21.000,26.000,2.5
06-05 05:15,0.0000,25.00,1.00,210.0,1.4303,82.790,1.4303,5.484,60.000,74.000,9.7
06-05 05:45,0.0000,25.00,1.00,210.0,1.4019,82.790,1.4019,5.375,60.000,74.000,9.7
06-05 06:15,0.0000,25.00,1.00,180.0,1.3738,49.253,1.3738,5.267,128.000,143.000,17.7
06-05 06:45,0.0000,25.00,1.00,180.0,1.3435,49.253,1.3435,5.151,128.000,143.000,17.7
06-05 07:15,0.0000,25.00,1.00,150.0,1.3128,111.191,1.3128,5.033,197.000,246.000,26.1
06-05 07:45,0.0000,25.00,1.00,150.0,1.2829,111.191,1.2829,4.918,197.000,246.000,26.1
06-05 08:15,0.0000,25.00,1.50,140.0,1.2528,126.712,1.2528,4.803,244.000,316.000,34.6
06-05 08:45,0.0000,25.00,1.50,140.0,1.2248,126.712,1.2248,4.696,244.000,316.000,34.6
06-05 09:15,0.0000,25.00,2.50,150.0,1.2229,144.444,1.2229,4.688,349.000,447.000,42.7
06-05 09:45,0.0000,25.00,2.50,150.0,1.2229,144.444,1.2229,4.688,349.000,447.000,42.7
06-05 10:15,0.0000,25.00,3.50,160.0,1.2229,23.563,1.2229,4.688,385.000,403.000,49.8
06-05 10:45,0.0000,25.00,3.50,160.0,1.2229,23.563,1.2229,4.688,385.000,403.000,49.8
06-05 11:15,0.0000,25.00,4.00,150.0,1.2229,214.965,1.2229,4.688,348.000,524.000,55.0
06-05 11:45,0.0000,25.00,4.00,150.0,1.2229,214.965,1.2229,4.688,348.000,524.000,55.0
06-05 12:15,0.0000,25.00,5.00,150.0,1.2229,334.841,1.2229,4.688,314.000,595.000,57.1
06-05 12:45,0.0000,25.00,5.00,150.0,1.2229,334.841,1.2229,4.688,314.000,595.000,57.1
06-05 13:15,0.0000,25.00,5.00,130.0,1.2229,260.950,1.2229,4.688,375.000,590.000,55.5
06-05 13:45,0.0000,25.00,5.00,130.0,1.2229,260.950,1.2229,4.688,375.000,590.000,55.5
06-05 14:15,0.0000,25.00,5.50,140.0,1.2229,186.067,1.2229,4.688,321.000,465.000,50.7
06-05 14:45,0.0000,25.00,5.50,140.0,1.2229,186.067,1.2229,4.688,321.000,465.000,50.7
06-05 15:15,0.0000,25.00,5.50,150.0,1.2229,232.455,1.2229,4.688,349.000,510.000,43.8
06-05 15:45,0.0000,25.00,5.50,150.0,1.2229,232.455,1.2229,4.688,349.000,510.000,43.8
06-05 16:15,0.0000,25.00,6.00,150.0,1.2229,34.157,1.2229,4.688,197.000,217.000,35.8
06-05 16:45,0.0000,25.00,6.00,150.0,1.2229,34.157,1.2229,4.688,197.000,217.000,35.8
06-05 17:15,0.0000,25.00,6.00,150.0,1.2229,2.174,1.2229,4.688,64.000,65.000,27.4
06-05 17:45,0.0000,25.00,6.00,150.0,1.2229,2.174,1.2229,4.688,64.000,65.000,27.4
06-05 18:15,0.0000,25.00,6.50,140.0,1.2229,3.081,1.2229,4.688,43.000,44.000,18.9
06-05 18:45,0.0000,25.00,6.50,140.0,1.2229,3.081,1.2229,4.688,43.000,44.000,18.9
06-05 19:15,0.0000,25.00,8.10,130.0,1.2229,5.307,1.2229,4.688,18.000,19.000,10.9
06-05 19:45,0.0000,25.00,8.10,130.0,1.2229,5.307,1.2229,4.688,18.000,19.000,10.9
06-05 20:15,0.0000,25.00,8.10,130.0,1.2229,49.274,1.2229,4.688,7.000,10.000,3.5
06-05 20:45,0.0000,25.00,8.10,130.0,1.2229,49.274,1.2229,4.688,7.000,10.000,3.5
06-05 21:15,0.0000,25.00,9.10,130.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-05 21:45,0.0000,25.00,9.10,130.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-05 22:15,0.0000,25.00,9.60,120.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-05 22:45,0.0000,25.00,9.60,120.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-05 23:15,0.0000,25.00,10.60,110.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-05 23:45,0.0000,25.00,10.60,110.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
06-06 00:15,0.0000,24.96,11.60,110.0,1.2587,0.000,1.2587,4.826,0.000,0.000,0.0
06-06 00:45,0.0000,24.96,11.60,110.0,1.2778,0.000,1.2778,4.899,0.000,0.000,0.0
06-06 01:15,0.0000,24.96,11.60,120.0,1.2817,0.000,1.2817,4.914,0.000,0.000,0.0
06-06 01:45,0.0000,24.96,11.60,120.0,1.2788,0.000,1.2788,4.903,0.000,0.000,0.0
06-06 02:15,0.0000,24.96,11.60,130.0,1.2795,0.000,1.2795,4.905,0.000,0.000,0.0
06-06 02:45,0.0000,24.96,11.60,130.0,1.2846,0.000,1.2846,4.925,0.000,0.000,0.0
06-06 03:15,0.0000,24.96,8.60,140.0,1.2852,0.000,1.2852,4.927,0.000,0.000,0.0
06-06 03:45,0.0000,24.96,8.60,140.0,1.2808,0.000,1.2808,4.910,0.000,0.000,0.0
06-06 04:15,0.0000,24.96,4.00,180.0,1.2832,22.259,1.2832,4.919,14.000,15.000,2.6
06-06 04:45,0.0000,24.96,4.00,180.0,1.2920,22.259,1.2920,4.953,14.000,15.000,2.6
06-06 05:15,0.0000,24.96,2.50,180.0,1.2821,275.952,1.2821,4.915,68.000,115.000,9.8
06-06 05:45,0.0000,24.96,2.50,180.0,1.2492,275.952,1.2492,4.789,68.000,115.000,9.8
06-06 06:15,0.0000,24.96,3.00,170.0,1.2229,441.691,1.2229,4.688,107.000,242.000,17.8
06-06 06:45,0.0000,24.96,3.00,170.0,1.2229,441.691,1.2229,4.688,107.000,242.000,17.8
06-06 07:15,0.0000,24.96,4.50,170.0,1.2229,43.018,1.2229,4.688,200.000,219.000,26.2
06-06 07:45,0.0000,24.96,4.50,170.0,1.2229,43.018,1.2229,4.688,200.000,219.000,26.2
06-06 08:15,0.0000,24.96,6.50,160.0,1.2229,14.056,1.2229,4.688,216.000,224.000,34.7
06-06 08:45,0.0000,24.96,6.50,160.0,1.2229,14.056,1.2229,4.688,216.000,224.000,34.7
06-06 09:15,0.0000,24.96,5.50,160.0,1.2229,7.360,1.2229,4.688,248.000,253.000,42.8
06-06 09:45,0.0000,24.96,5.50,160.0,1.2229,7.360,1.2229,4.688,248.000,253.000,42.8
06-06 10:15,0.0000,24.96,6.00,180.0,1.2229,95.446,1.2229,4.688,302.000,375.000,49.9
06-06 10:45,0.0000,24.96,6.00,180.0,1.2229,95.446,1.2229,4.688,302.000,375.000,49.9
06-06 11:15,0.0000,24.96,6.50,230.0,1.2229,25.619,1.2229,4.688,305.000,326.000,55.1
06-06 11:45,0.0000,24.96,6.50,230.0,1.2229,25.619,1.2229,4.688,305.000,326.000,55.1
06-06 12:15,0.0000,24.96,8.10,220.0,1.2229,173.757,1.2229,4.688,291.000,437.000,57.2
06-06 12:45,0.0000,24.96,8.10,220.0,1.2229,173.757,1.2229,4.688,291.000,437.000,57.2
06-06 13:15,0.0000,24.96,8.10,220.0,1.2229,130.897,1.2229,4.688,292.000,400.000,55.6
06-06 13:45,0.0000,24.96,8.10,220.0,1.2229,130.897,1.2229,4.688,292.000,400.000,55.6
06-06 14:15,0.0000,24.96,8.60,220.0,1.2229,161.246,1.2229,4.688,274.000,399.000,50.8
06-06 14:45,0.0000,24.96,8.60,220.0,1.2229,161.246,1.2229,4.688,274.000,399.000,50.8
06-06 15:15,0.0000,24.96,8.60,220.0,1.2229,299.687,1.2229,4.688,265.000,473.000,44.0
06-06 15:45,0.0000,24.96,8.60,220.0,1.2229,299.687,1.2229,4.688,265.000,473.000,44.0
06-06 16:15,0.0000,24.96,7.60,210.0,1.2229,51.095,1.2229,4.688,221.000,251.000,36.0
06-06 16:45,0.0000,24.96,7.60,210.0,1.2229,51.095,1.2229,4.688,221.000,251.000,36.0
06-06 17:15,0.0000,24.96,7.10,210.0,1.2229,75.799,1.2229,4.688,156.000,191.000,27.5
06-06 17:45,0.0000,24.96,7.10,210.0,1.2229,75.799,1.2229,4.688,156.000,191.000,27.5
06-06 18:15,0.0000,24.96,6.00,190.0,1.2229,12.254,1.2229,4.688,88.000,92.000,19.1
06-06 18:45,0.0000,24.96,6.00,190.0,1.2229,12.254,1.2229,4.688,88.000,92.000,19.1
06-06 19:15,0.0000,24.96,6.00,190.0,1.2229,5.252,1.2229,4.688,18.000,19.000,11.0
06-06 19:45,0.0000,24.96,6.00,190.0,1.2229,5.252,1.2229,4.688,18.000,19.000,11.0
06-06 20:15,0.0000,24.96,5.00,170.0,1.2229,15.894,1.2229,4.688,12.000,13.000,3.6
06-06 20:45,0.0000,24.96,5.00,170.0,1.2229,15.894,1.2229,4.688,12.000,13.000,3.6
06-06 21:15,0.0000,24.96,6.00,180.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
