		System grid displaced elec. PV (kBtu/h)	Total grid disp. elec. PV CE (kgCO2/h)	Total CE (kgCO2/h)	Electricity (mu)	Gas (mu)	Renewables (mu)	Total nat. gas (kBtu/h)	Total electricity (kBtu/h)	Total grid displaced elec. PV (kBtu/h)	Total energy (kBtu/h)	Transformer Losses (kBtu/h)
												
Date	Time	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
	14:15	-0.004	-0.0	0.7	0.10	0.03	0.00	7.321	4.267	-0.004	11.585	0.000
	14:45	-0.001	-0.0	0.7	0.10	0.03	0.00	7.423	4.267	-0.001	11.689	0.000
	15:15	-0.000	-0.0	0.7	0.10	0.03	0.00	7.579	4.267	-0.000	11.847	0.000
	15:45	-0.000	-0.0	0.7	0.10	0.03	0.00	7.772	4.267	-0.000	12.039	0.000
	16:15	0.000	0.0	0.7	0.10	0.03	0.00	7.899	4.267	0.000	12.166	0.000
	16:45	0.000	0.0	0.7	0.10	0.03	0.00	7.963	4.267	0.000	12.230	0.000
	17:15	0.000	0.0	0.7	0.10	0.03	0.00	8.020	4.267	0.000	12.288	0.000
	17:45	0.000	0.0	0.7	0.10	0.03	0.00	8.076	4.267	0.000	12.344	0.000
	18:15	0.000	0.0	0.8	0.10	0.03	0.00	7.607	5.919	0.000	13.526	0.000
	18:45	0.000	0.0	0.8	0.10	0.03	0.00	7.712	5.919	0.000	13.631	0.000
	19:15	0.000	0.0	0.8	0.10	0.03	0.00	7.733	5.919	0.000	13.652	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	7.680	5.919	0.000	13.599	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.652	5.069	0.000	12.722	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.665	5.069	0.000	12.734	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.706	5.069	0.000	12.775	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.768	5.069	0.000	12.837	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.623	5.649	0.000	14.273	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.508	5.649	0.000	14.157	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.581	3.135	0.000	11.716	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.552	3.135	0.000	11.687	0.000
Tue, 19/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.652	3.048	0.000	11.699	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.654	3.048	0.000	11.702	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.722	3.048	0.000	11.769	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.852	3.048	0.000	11.900	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.919	3.048	0.000	11.967	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.921	3.048	0.000	11.969	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.922	3.048	0.000	11.969	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.921	3.048	0.000	11.969	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.893	3.048	0.000	11.940	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.836	3.048	0.000	11.883	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.769	3.048	0.000	11.817	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.695	3.048	0.000	11.743	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.656	3.048	0.000	11.704	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.653	3.048	0.000	11.700	0.000
	07:15	0.000	0.0	0.7	0.10	0.03	0.00	8.639	3.048	0.000	11.687	0.000
	07:45	0.000	0.0	0.7	0.10	0.03	0.00	8.613	3.048	0.000	11.661	0.000
	08:15	-0.005	-0.0	0.8	0.10	0.03	0.00	8.621	5.068	-0.005	13.684	0.000
	08:45	-0.018	-0.0	0.8	0.10	0.03	0.00	8.621	5.068	-0.018	13.671	0.000
	09:15	-0.032	-0.0	0.7	0.10	0.03	0.00	7.979	4.267	-0.032	12.215	0.000
	09:45	-0.046	-0.0	0.7	0.10	0.03	0.00	7.922	4.267	-0.046	12.143	0.000
	10:15	-0.051	-0.0	0.7	0.10	0.03	0.00	7.867	4.267	-0.051	12.084	0.000
	10:45	-0.043	-0.0	0.7	0.10	0.03	0.00	7.799	4.267	-0.043	12.024	0.000
	11:15	-0.041	-0.0	0.7	0.10	0.03	0.00	7.800	4.267	-0.041	12.027	0.000
	11:45	-0.046	-0.0	0.7	0.10	0.03	0.00	7.866	4.267	-0.046	12.087	0.000
	12:15	-0.052	-0.0	0.7	0.10	0.03	0.00	7.843	4.267	-0.052	12.058	0.000
	12:45	-0.058	-0.0	0.7	0.10	0.03	0.00	7.716	4.267	-0.058	11.925	0.000
	13:15	-0.051	-0.0	0.7	0.10	0.03	0.00	7.636	4.267	-0.051	11.852	0.000
	13:45	-0.033	-0.0	0.7	0.10	0.03	0.00	7.673	4.267	-0.033	11.907	0.000
	14:15	-0.029	-0.0	0.7	0.10	0.03	0.00	7.721	4.267	-0.029	11.959	0.000
	14:45	-0.033	-0.0	0.7	0.10	0.03	0.00	7.722	4.267	-0.033	11.956	0.000
	15:15	-0.023	-0.0	0.7	0.10	0.03	0.00	7.774	4.267	-0.023	12.018	0.000
	15:45	-0.007	-0.0	0.7	0.10	0.03	0.00	7.903	4.267	-0.007	12.164	0.000
	16:15	0.000	0.0	0.7	0.10	0.03	0.00	8.065	4.267	0.000	12.333	0.000
	16:45	0.000	0.0	0.7	0.10	0.03	0.00	8.267	4.267	0.000	12.535	0.000
	17:15	0.000	0.0	0.7	0.10	0.03	0.00	8.352	4.267	0.000	12.619	0.000
	17:45	0.000	0.0	0.7	0.10	0.03	0.00	8.321	4.267	0.000	12.588	0.000
	18:15	0.000	0.0	0.8	0.10	0.03	0.00	7.765	5.919	0.000	13.684	0.000
	18:45	0.000	0.0	0.8	0.10	0.03	0.00	7.787	5.919	0.000	13.706	0.000
	19:15	0.000	0.0	0.8	0.10	0.03	0.00	7.784	5.919	0.000	13.703	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	7.765	5.919	0.000	13.684	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.746	5.069	0.000	12.816	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.739	5.069	0.000	12.809	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.776	5.069	0.000	12.846	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.853	5.069	0.000	12.922	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.716	5.649	0.000	14.365	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.605	5.649	0.000	14.255	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.659	3.135	0.000	11.794	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.585	3.135	0.000	11.719	0.000
Wed, 20/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.666	3.048	0.000	11.714	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.679	3.048	0.000	11.726	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.648	3.048	0.000	11.695	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.571	3.048	0.000	11.618	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.536	3.048	0.000	11.584	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.548	3.048	0.000	11.596	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.554	3.048	0.000	11.602	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.550	3.048	0.000	11.598	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.496	3.048	0.000	11.544	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.389	3.048	0.000	11.437	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.331	3.048	0.000	11.378	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.325	3.048	0.000	11.373	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.312	3.048	0.000	11.360	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.292	3.048	0.000	11.340	0.000
	07:15	0.000	0.0	0.7	0.10	0.03	0.00	8.327	3.048	0.000	11.375	0.000
	07:45	0.000	0.0	0.7	0.10	0.03	0.00	8.418	3.048	0.000	11.466	0.000
	08:15	-0.002	-0.0	0.8	0.10	0.03	0.00	8.461	5.068	-0.002	13.527	0.000
	08:45	-0.005	-0.0	0.8	0.10	0.03	0.00	8.408	5.068	-0.005	13.471	0.000
	09:15	-0.016	-0.0	0.7	0.10	0.03	0.00	7.706	4.267	-0.016	11.957	0.000
	09:45	-0.038	-0.0	0.7	0.10	0.03	0.00	7.580	4.267	-0.038	11.810	0.000
	10:15	-0.061	-0.0	0.7	0.10	0.03	0.00	7.485	4.267	-0.061	11.691	0.000
	10:45	-0.085	-0.0	0.7	0.10	0.03	0.00	7.372	4.267	-0.085	11.554	0.000
	11:15	-0.114	-0.0	0.6	0.10	0.03	0.00	7.172	4.267	-0.114	11.326	0.000
	11:45	-0.145	-0.0	0.6	0.10	0.03	0.00	6.902	4.267	-0.145	11.025	0.000
	12:15	-0.161	-0.0	0.6	0.10	0.03	0.00	6.614	4.267	-0.161	10.721	0.000
	12:45	-0.161	-0.0	0.6	0.10	0.03	0.00	6.378	4.267	-0.161	10.485	0.000
	13:15	-0.146	-0.0	0.6	0.10	0.03	0.00	6.208	4.267	-0.146	10.329	0.000
	13:45	-0.119	-0.0	0.6	0.10	0.03	0.00	6.150	4.267	-0.119	10.298	0.000
	14:15	-0.098	-0.0	0.6	0.10	0.03	0.00	6.296	4.267	-0.098	10.465	0.000
	14:45	-0.082	-0.0	0.6	0.10	0.03	0.00	6.624	4.267	-0.082	10.810	0.000
	15:15	-0.051	-0.0	0.6	0.10	0.03	0.00	6.957	4.267	-0.051	11.174	0.000
	15:45	-0.014	-0.0	0.7	0.10	0.03	0.00	7.334	4.267	-0.014	11.587	0.000
	16:15	0.000	0.0	0.7	0.10	0.03	0.00	7.570	4.267	0.000	11.838	0.000
	16:45	0.000	0.0	0.7	0.10	0.03	0.00	7.710	4.267	0.000	11.977	0.000
	17:15	0.000	0.0	0.7	0.10	0.03	0.00	7.781	4.267	0.000	12.048	0.000
	17:45	0.000	0.0	0.7	0.10	0.03	0.00	7.801	4.267	0.000	12.068	0.000
	18:15	0.000	0.0	0.7	0.10	0.03	0.00	7.281	5.919	0.000	13.200	0.000
	18:45	0.000	0.0	0.7	0.10	0.03	0.00	7.326	5.919	0.000	13.244	0.000
	19:15	0.000	0.0	0.7	0.10	0.03	0.00	7.362	5.919	0.000	13.281	0.000
	19:45	0.000	0.0	0.7	0.10	0.03	0.00	7.395	5.919	0.000	13.314	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.428	5.069	0.000	12.498	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.475	5.069	0.000	12.545	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.541	5.069	0.000	12.611	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.621	5.069	0.000	12.690	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.507	5.649	0.000	14.156	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.437	5.649	0.000	14.086	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.520	3.135	0.000	11.655	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.464	3.135	0.000	11.598	0.000
Thu, 21/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.509	3.048	0.000	11.556	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.431	3.048	0.000	11.478	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.402	3.048	0.000	11.450	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.423	3.048	0.000	11.471	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.433	3.048	0.000	11.481	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.430	3.048	0.000	11.478	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.483	3.048	0.000	11.531	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.593	3.048	0.000	11.640	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.469	3.048	0.000	11.516	0.000
	04:45	0.000	0.0	0.6	0.06	0.03	0.00	8.099	3.048	0.000	11.146	0.000
	05:15	0.000	0.0	0.6	0.06	0.03	0.00	7.873	3.048	0.000	10.921	0.000
	05:45	0.000	0.0	0.6	0.06	0.03	0.00	7.808	3.048	0.000	10.856	0.000
	06:15	0.000	0.0	0.6	0.06	0.03	0.00	7.773	3.048	0.000	10.820	0.000
	06:45	0.000	0.0	0.6	0.06	0.03	0.00	7.762	3.048	0.000	10.810	0.000
	07:15	0.000	0.0	0.6	0.10	0.03	0.00	7.776	3.048	0.000	10.824	0.000
	07:45	0.000	0.0	0.6	0.10	0.03	0.00	7.816	3.048	0.000	10.864	0.000
	08:15	-0.003	-0.0	0.7	0.10	0.03	0.00	7.815	5.068	-0.003	12.880	0.000
	08:45	-0.008	-0.0	0.7	0.10	0.03	0.00	7.724	5.068	-0.008	12.783	0.000
	09:15	-0.019	-0.0	0.6	0.10	0.03	0.00	7.054	4.267	-0.019	11.303	0.000
	09:45	-0.038	-0.0	0.6	0.10	0.03	0.00	7.045	4.267	-0.038	11.275	0.000
	10:15	-0.046	-0.0	0.6	0.10	0.03	0.00	7.045	4.267	-0.046	11.267	0.000
	10:45	-0.037	-0.0	0.6	0.10	0.03	0.00	7.027	4.267	-0.037	11.257	0.000
	11:15	-0.031	-0.0	0.6	0.10	0.03	0.00	7.050	4.267	-0.031	11.286	0.000
	11:45	-0.030	-0.0	0.6	0.10	0.03	0.00	7.128	4.267	-0.030	11.365	0.000
	12:15	-0.046	-0.0	0.6	0.10	0.03	0.00	7.084	4.267	-0.046	11.306	0.000
	12:45	-0.080	-0.0	0.6	0.10	0.03	0.00	6.823	4.267	-0.080	11.010	0.000
	13:15	-0.094	-0.0	0.6	0.10	0.03	0.00	6.596	4.267	-0.094	10.770	0.000
	13:45	-0.087	-0.0	0.6	0.10	0.03	0.00	6.519	4.267	-0.087	10.699	0.000
	14:15	-0.100	-0.0	0.6	0.10	0.03	0.00	6.464	4.267	-0.100	10.630	0.000
	14:45	-0.124	-0.0	0.6	0.10	0.03	0.00	6.470	4.267	-0.124	10.614	0.000
	15:15	-0.089	-0.0	0.6	0.10	0.03	0.00	6.678	4.267	-0.089	10.856	0.000
	15:45	-0.025	-0.0	0.6	0.10	0.03	0.00	7.148	4.267	-0.025	11.391	0.000
	16:15	0.000	0.0	0.7	0.10	0.03	0.00	7.414	4.267	0.000	11.681	0.000
	16:45	0.000	0.0	0.7	0.10	0.03	0.00	7.525	4.267	0.000	11.793	0.000
	17:15	0.000	0.0	0.7	0.10	0.03	0.00	7.573	4.267	0.000	11.841	0.000
	17:45	0.000	0.0	0.7	0.10	0.03	0.00	7.587	4.267	0.000	11.855	0.000
	18:15	0.000	0.0	0.7	0.10	0.03	0.00	7.047	5.919	0.000	12.966	0.000
	18:45	0.000	0.0	0.7	0.10	0.03	0.00	7.055	5.919	0.000	12.974	0.000
	19:15	0.000	0.0	0.7	0.10	0.03	0.00	7.050	5.919	0.000	12.969	0.000
	19:45	0.000	0.0	0.7	0.10	0.03	0.00	7.035	5.919	0.000	12.954	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.083	5.069	0.000	12.153	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.211	5.069	0.000	12.280	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.380	5.069	0.000	12.450	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.585	5.069	0.000	12.655	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.560	5.649	0.000	14.209	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.537	5.649	0.000	14.187	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.649	3.135	0.000	11.784	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.603	3.135	0.000	11.737	0.000
Fri, 22/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.689	3.048	0.000	11.737	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.688	3.048	0.000	11.735	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.674	3.048	0.000	11.721	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.642	3.048	0.000	11.690	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.561	3.048	0.000	11.608	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.430	3.048	0.000	11.478	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.431	3.048	0.000	11.478	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.568	3.048	0.000	11.616	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.586	3.048	0.000	11.634	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.475	3.048	0.000	11.523	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.425	3.048	0.000	11.473	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.441	3.048	0.000	11.489	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.494	3.048	0.000	11.542	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.584	3.048	0.000	11.631	0.000
	07:15	0.000	0.0	0.7	0.10	0.03	0.00	8.613	3.048	0.000	11.660	0.000
	07:45	0.000	0.0	0.7	0.10	0.03	0.00	8.577	3.048	0.000	11.625	0.000
	08:15	-0.002	-0.0	0.8	0.10	0.03	0.00	8.569	5.068	-0.002	13.634	0.000
	08:45	-0.007	-0.0	0.8	0.10	0.03	0.00	8.545	5.068	-0.007	13.606	0.000
	09:15	-0.013	-0.0	0.7	0.10	0.03	0.00	7.858	4.267	-0.013	12.112	0.000
	09:45	-0.021	-0.0	0.7	0.10	0.03	0.00	7.741	4.267	-0.021	11.988	0.000
	10:15	-0.033	-0.0	0.7	0.10	0.03	0.00	7.711	4.267	-0.033	11.946	0.000
	10:45	-0.052	-0.0	0.7	0.10	0.03	0.00	7.729	4.267	-0.052	11.944	0.000
	11:15	-0.075	-0.0	0.7	0.10	0.03	0.00	7.627	4.267	-0.075	11.819	0.000
	11:45	-0.100	-0.0	0.7	0.10	0.03	0.00	7.406	4.267	-0.100	11.573	0.000
	12:15	-0.108	-0.0	0.6	0.10	0.03	0.00	7.217	4.267	-0.108	11.376	0.000
	12:45	-0.097	-0.0	0.6	0.10	0.03	0.00	7.148	4.267	-0.097	11.318	0.000
	13:15	-0.087	-0.0	0.6	0.10	0.03	0.00	7.120	4.267	-0.087	11.301	0.000
	13:45	-0.078	-0.0	0.6	0.10	0.03	0.00	7.093	4.267	-0.078	11.283	0.000
	14:15	-0.061	-0.0	0.6	0.10	0.03	0.00	7.168	4.267	-0.061	11.374	0.000
	14:45	-0.038	-0.0	0.7	0.10	0.03	0.00	7.377	4.267	-0.038	11.606	0.000
	15:15	-0.020	-0.0	0.7	0.10	0.03	0.00	7.558	4.267	-0.020	11.806	0.000
	15:45	-0.006	-0.0	0.7	0.10	0.03	0.00	7.713	4.267	-0.006	11.975	0.000
	16:15	0.000	0.0	0.7	0.10	0.03	0.00	7.837	4.267	0.000	12.105	0.000
	16:45	0.000	0.0	0.7	0.10	0.03	0.00	7.952	4.267	0.000	12.219	0.000
	17:15	0.000	0.0	0.7	0.10	0.03	0.00	8.033	4.267	0.000	12.300	0.000
	17:45	0.000	0.0	0.7	0.10	0.03	0.00	8.085	4.267	0.000	12.353	0.000
	18:15	0.000	0.0	0.8	0.10	0.03	0.00	7.598	5.919	0.000	13.517	0.000
	18:45	0.000	0.0	0.8	0.10	0.03	0.00	7.674	5.919	0.000	13.593	0.000
	19:15	0.000	0.0	0.8	0.10	0.03	0.00	7.685	5.919	0.000	13.604	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	7.635	5.919	0.000	13.553	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.588	5.069	0.000	12.657	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.560	5.069	0.000	12.629	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.548	5.069	0.000	12.617	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.547	5.069	0.000	12.617	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.434	5.649	0.000	14.084	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.448	5.649	0.000	14.098	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.569	3.135	0.000	11.703	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.499	3.135	0.000	11.633	0.000
Sat, 23/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.568	3.048	0.000	11.615	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.552	3.048	0.000	11.600	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.537	3.048	0.000	11.585	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.518	3.048	0.000	11.566	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.517	3.048	0.000	11.565	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.534	3.048	0.000	11.581	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.515	3.048	0.000	11.562	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.458	3.048	0.000	11.505	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.425	3.048	0.000	11.472	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.418	3.048	0.000	11.466	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.407	3.048	0.000	11.455	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.391	3.048	0.000	11.439	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.380	3.048	0.000	11.428	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.376	3.048	0.000	11.423	0.000
	07:15	0.000	0.0	0.7	0.06	0.03	0.00	8.361	3.048	0.000	11.408	0.000
	07:45	0.000	0.0	0.7	0.06	0.03	0.00	8.334	3.048	0.000	11.381	0.000
	08:15	-0.001	-0.0	0.8	0.06	0.03	0.00	8.292	5.068	-0.001	13.358	0.000
	08:45	-0.002	-0.0	0.7	0.06	0.03	0.00	8.192	5.068	-0.002	13.258	0.000
	09:15	-0.005	-0.0	0.7	0.06	0.03	0.00	7.514	4.267	-0.005	11.776	0.000
	09:45	-0.011	-0.0	0.7	0.06	0.03	0.00	7.490	4.267	-0.011	11.747	0.000
	10:15	-0.013	-0.0	0.7	0.06	0.03	0.00	7.487	4.267	-0.013	11.741	0.000
	10:45	-0.012	-0.0	0.7	0.06	0.03	0.00	7.487	4.267	-0.012	11.742	0.000
	11:15	-0.012	-0.0	0.7	0.06	0.03	0.00	7.452	4.267	-0.012	11.707	0.000
	11:45	-0.013	-0.0	0.7	0.06	0.03	0.00	7.380	4.267	-0.013	11.635	0.000
	12:15	-0.029	-0.0	0.7	0.06	0.03	0.00	7.280	4.267	-0.029	11.519	0.000
	12:45	-0.059	-0.0	0.6	0.06	0.03	0.00	7.077	4.267	-0.059	11.285	0.000
	13:15	-0.073	-0.0	0.6	0.06	0.03	0.00	6.860	4.267	-0.073	11.054	0.000
	13:45	-0.072	-0.0	0.6	0.06	0.03	0.00	6.711	4.267	-0.072	10.906	0.000
	14:15	-0.052	-0.0	0.6	0.06	0.03	0.00	6.760	4.267	-0.052	10.976	0.000
	14:45	-0.020	-0.0	0.6	0.06	0.03	0.00	7.061	4.267	-0.020	11.307	0.000
	15:15	-0.005	-0.0	0.7	0.06	0.03	0.00	7.304	4.267	-0.005	11.566	0.000
	15:45	-0.002	-0.0	0.7	0.06	0.03	0.00	7.466	4.267	-0.002	11.732	0.000
	16:15	0.000	0.0	0.7	0.06	0.03	0.00	7.601	4.267	0.000	11.868	0.000
	16:45	0.000	0.0	0.7	0.06	0.03	0.00	7.730	4.267	0.000	11.998	0.000
	17:15	0.000	0.0	0.7	0.06	0.03	0.00	7.813	4.267	0.000	12.080	0.000
	17:45	0.000	0.0	0.7	0.06	0.03	0.00	7.850	4.267	0.000	12.117	0.000
	18:15	0.000	0.0	0.7	0.06	0.03	0.00	7.318	5.919	0.000	13.237	0.000
	18:45	0.000	0.0	0.7	0.06	0.03	0.00	7.322	5.919	0.000	13.240	0.000
	19:15	0.000	0.0	0.7	0.06	0.03	0.00	7.354	5.919	0.000	13.273	0.000
	19:45	0.000	0.0	0.7	0.06	0.03	0.00	7.421	5.919	0.000	13.340	0.000
	20:15	0.000	0.0	0.7	0.06	0.03	0.00	7.445	5.069	0.000	12.515	0.000
	20:45	0.000	0.0	0.7	0.06	0.03	0.00	7.440	5.069	0.000	12.510	0.000
	21:15	0.000	0.0	0.7	0.06	0.03	0.00	7.452	5.069	0.000	12.522	0.000
	21:45	0.000	0.0	0.7	0.06	0.03	0.00	7.477	5.069	0.000	12.546	0.000
	22:15	0.000	0.0	0.8	0.06	0.03	0.00	8.357	5.649	0.000	14.006	0.000
	22:45	0.000	0.0	0.8	0.06	0.03	0.00	8.330	5.649	0.000	13.980	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.462	3.135	0.000	11.597	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.458	3.135	0.000	11.593	0.000
Sun, 24/Dec	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.609	3.048	0.000	11.656	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.688	3.048	0.000	11.736	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.807	3.048	0.000	11.854	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.963	3.048	0.000	12.011	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.987	3.048	0.000	12.034	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.873	3.048	0.000	11.921	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.804	3.048	0.000	11.852	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.784	3.048	0.000	11.831	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.747	3.048	0.000	11.795	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.695	3.048	0.000	11.743	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.647	3.048	0.000	11.695	0.000
