		System grid displaced elec. PV (kBtu/h)	Total grid disp. elec. PV CE (kgCO2/h)	Total CE (kgCO2/h)	Electricity (mu)	Gas (mu)	Renewables (mu)	Total nat. gas (kBtu/h)	Total electricity (kBtu/h)	Total grid displaced elec. PV (kBtu/h)	Total energy (kBtu/h)	Transformer Losses (kBtu/h)
												
Date	Time	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	9.520	3.135	0.000	12.655	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	9.457	3.135	0.000	12.591	0.000
Fri, 17/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	9.500	3.048	0.000	12.548	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	9.423	3.048	0.000	12.471	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.406	3.048	0.000	12.454	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.451	3.048	0.000	12.499	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.507	3.048	0.000	12.555	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	9.574	3.048	0.000	12.621	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	9.601	3.048	0.000	12.648	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	9.587	3.048	0.000	12.635	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	9.565	3.048	0.000	12.613	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	9.535	3.048	0.000	12.582	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	9.502	3.048	0.000	12.550	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	9.469	3.048	0.000	12.517	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	9.462	3.048	0.000	12.510	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	9.481	3.048	0.000	12.529	0.000
	07:15	-0.006	-0.0	0.7	0.10	0.03	0.00	9.555	3.048	-0.006	12.596	0.000
	07:45	-0.027	-0.0	0.7	0.10	0.03	0.00	9.676	3.048	-0.027	12.697	0.000
	08:15	-0.048	-0.0	0.8	0.10	0.03	0.00	9.707	5.068	-0.048	14.727	0.000
	08:45	-0.052	-0.0	0.8	0.10	0.03	0.00	9.600	5.068	-0.052	14.616	0.000
	09:15	-0.054	-0.0	0.7	0.10	0.03	0.00	8.880	4.267	-0.054	13.094	0.000
	09:45	-0.061	-0.0	0.7	0.10	0.03	0.00	8.790	4.267	-0.061	12.997	0.000
	10:15	-0.075	-0.0	0.7	0.10	0.03	0.00	8.708	4.267	-0.075	12.900	0.000
	10:45	-0.102	-0.0	0.7	0.10	0.03	0.00	8.608	4.267	-0.102	12.774	0.000
	11:15	-0.115	-0.0	0.7	0.10	0.03	0.00	8.451	4.267	-0.115	12.604	0.000
	11:45	-0.112	-0.0	0.7	0.10	0.03	0.00	8.263	4.267	-0.112	12.419	0.000
	12:15	-0.096	-0.0	0.7	0.10	0.03	0.00	8.185	4.267	-0.096	12.356	0.000
	12:45	-0.068	-0.0	0.7	0.10	0.03	0.00	8.267	4.267	-0.068	12.467	0.000
	13:15	-0.066	-0.0	0.7	0.10	0.03	0.00	8.330	4.267	-0.066	12.531	0.000
	13:45	-0.090	-0.0	0.7	0.10	0.03	0.00	8.236	4.267	-0.090	12.413	0.000
	14:15	-0.090	-0.0	0.7	0.10	0.03	0.00	8.138	4.267	-0.090	12.315	0.000
	14:45	-0.067	-0.0	0.7	0.10	0.03	0.00	8.173	4.267	-0.067	12.373	0.000
	15:15	-0.044	-0.0	0.7	0.10	0.03	0.00	8.364	4.267	-0.044	12.588	0.000
	15:45	-0.020	-0.0	0.7	0.10	0.03	0.00	8.687	4.267	-0.020	12.935	0.000
	16:15	-0.007	-0.0	0.7	0.10	0.03	0.00	8.939	4.267	-0.007	13.200	0.000
	16:45	-0.004	-0.0	0.8	0.10	0.03	0.00	9.073	4.267	-0.004	13.337	0.000
	17:15	-0.002	-0.0	0.8	0.10	0.03	0.00	9.126	4.267	-0.002	13.392	0.000
	17:45	-0.001	-0.0	0.8	0.10	0.03	0.00	9.107	4.267	-0.001	13.374	0.000
	18:15	0.000	0.0	0.8	0.10	0.03	0.00	8.524	5.919	0.000	14.443	0.000
	18:45	0.000	0.0	0.8	0.10	0.03	0.00	8.478	5.919	0.000	14.397	0.000
	19:15	0.000	0.0	0.8	0.10	0.03	0.00	8.499	5.919	0.000	14.418	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	8.597	5.919	0.000	14.516	0.000
	20:15	0.000	0.0	0.8	0.10	0.03	0.00	8.688	5.069	0.000	13.757	0.000
	20:45	0.000	0.0	0.8	0.10	0.03	0.00	8.790	5.069	0.000	13.859	0.000
	21:15	0.000	0.0	0.8	0.10	0.03	0.00	8.811	5.069	0.000	13.880	0.000
	21:45	0.000	0.0	0.8	0.10	0.03	0.00	8.738	5.069	0.000	13.807	0.000
	22:15	0.000	0.0	0.9	0.10	0.03	0.00	9.536	5.649	0.000	15.185	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	9.451	5.649	0.000	15.100	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	9.622	3.135	0.000	12.757	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	9.758	3.135	0.000	12.893	0.000
Sat, 18/Feb	00:15	0.000	0.0	0.8	0.06	0.03	0.00	9.920	3.048	0.000	12.968	0.000
	00:45	0.000	0.0	0.8	0.06	0.03	0.00	9.877	3.048	0.000	12.924	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.793	3.048	0.000	12.840	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.670	3.048	0.000	12.718	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.605	3.048	0.000	12.653	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	9.598	3.048	0.000	12.645	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	9.637	3.048	0.000	12.685	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	9.722	3.048	0.000	12.770	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	9.751	3.048	0.000	12.799	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	9.720	3.048	0.000	12.767	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	9.722	3.048	0.000	12.769	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	9.765	3.048	0.000	12.812	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	9.820	3.048	0.000	12.867	0.000
	06:45	0.000	0.0	0.8	0.06	0.03	0.00	9.882	3.048	0.000	12.929	0.000
	07:15	-0.006	-0.0	0.8	0.06	0.03	0.00	9.936	3.048	-0.006	12.978	0.000
	07:45	-0.029	-0.0	0.8	0.06	0.03	0.00	9.977	3.048	-0.029	12.996	0.000
	08:15	-0.080	-0.0	0.8	0.06	0.03	0.00	9.937	5.068	-0.080	14.924	0.000
	08:45	-0.170	-0.0	0.8	0.06	0.03	0.00	9.767	5.068	-0.170	14.664	0.000
	09:15	-0.248	-0.0	0.7	0.06	0.03	0.00	8.953	4.267	-0.248	12.973	0.000
	09:45	-0.287	-0.0	0.7	0.06	0.03	0.00	8.734	4.267	-0.287	12.714	0.000
	10:15	-0.302	-0.0	0.7	0.06	0.03	0.00	8.536	4.267	-0.302	12.502	0.000
	10:45	-0.293	-0.0	0.7	0.06	0.03	0.00	8.272	4.267	-0.293	12.246	0.000
	11:15	-0.286	-0.0	0.7	0.06	0.03	0.00	7.912	4.267	-0.286	11.893	0.000
	11:45	-0.287	-0.0	0.6	0.06	0.03	0.00	7.524	4.267	-0.287	11.505	0.000
	12:15	-0.274	-0.0	0.6	0.06	0.03	0.00	7.151	4.267	-0.274	11.145	0.000
	12:45	-0.247	-0.0	0.6	0.06	0.03	0.00	6.871	4.267	-0.247	10.892	0.000
	13:15	-0.191	-0.0	0.6	0.06	0.03	0.00	6.813	4.267	-0.191	10.889	0.000
	13:45	-0.111	-0.0	0.6	0.06	0.03	0.00	7.083	4.267	-0.111	11.240	0.000
	14:15	-0.092	-0.0	0.6	0.06	0.03	0.00	7.371	4.267	-0.092	11.546	0.000
	14:45	-0.124	-0.0	0.6	0.06	0.03	0.00	7.299	4.267	-0.124	11.443	0.000
	15:15	-0.116	-0.0	0.6	0.06	0.03	0.00	7.182	4.267	-0.116	11.333	0.000
	15:45	-0.080	-0.0	0.6	0.06	0.03	0.00	7.316	4.267	-0.080	11.504	0.000
	16:15	-0.044	-0.0	0.7	0.06	0.03	0.00	7.601	4.267	-0.044	11.824	0.000
	16:45	-0.015	-0.0	0.7	0.06	0.03	0.00	7.955	4.267	-0.015	12.207	0.000
	17:15	-0.003	-0.0	0.7	0.06	0.03	0.00	8.325	4.267	-0.003	12.589	0.000
	17:45	-0.001	-0.0	0.7	0.06	0.03	0.00	8.599	4.267	-0.001	12.866	0.000
	18:15	0.000	0.0	0.8	0.06	0.03	0.00	8.200	5.919	0.000	14.119	0.000
	18:45	0.000	0.0	0.8	0.06	0.03	0.00	8.255	5.919	0.000	14.174	0.000
	19:15	0.000	0.0	0.8	0.06	0.03	0.00	8.310	5.919	0.000	14.229	0.000
	19:45	0.000	0.0	0.8	0.06	0.03	0.00	8.378	5.919	0.000	14.297	0.000
	20:15	0.000	0.0	0.8	0.06	0.03	0.00	8.428	5.069	0.000	13.498	0.000
	20:45	0.000	0.0	0.8	0.06	0.03	0.00	8.476	5.069	0.000	13.545	0.000
	21:15	0.000	0.0	0.8	0.06	0.03	0.00	8.530	5.069	0.000	13.600	0.000
	21:45	0.000	0.0	0.8	0.06	0.03	0.00	8.585	5.069	0.000	13.655	0.000
	22:15	0.000	0.0	0.8	0.06	0.03	0.00	9.493	5.649	0.000	15.143	0.000
	22:45	0.000	0.0	0.8	0.06	0.03	0.00	9.493	5.649	0.000	15.143	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	9.622	3.135	0.000	12.757	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	9.586	3.135	0.000	12.720	0.000
Sun, 19/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	9.694	3.048	0.000	12.741	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	9.724	3.048	0.000	12.772	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.744	3.048	0.000	12.792	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.750	3.048	0.000	12.797	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.787	3.048	0.000	12.835	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	9.857	3.048	0.000	12.904	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	9.848	3.048	0.000	12.896	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	9.758	3.048	0.000	12.806	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	9.760	3.048	0.000	12.807	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	9.856	3.048	0.000	12.903	0.000
	05:15	0.000	0.0	0.8	0.06	0.03	0.00	9.914	3.048	0.000	12.961	0.000
	05:45	0.000	0.0	0.8	0.06	0.03	0.00	9.931	3.048	0.000	12.978	0.000
	06:15	0.000	0.0	0.8	0.06	0.03	0.00	9.951	3.048	0.000	12.998	0.000
	06:45	0.000	0.0	0.8	0.06	0.03	0.00	9.978	3.048	0.000	13.026	0.000
	07:15	-0.006	-0.0	0.8	0.06	0.03	0.00	9.897	3.048	-0.006	12.939	0.000
	07:45	-0.022	-0.0	0.7	0.06	0.03	0.00	9.691	3.048	-0.022	12.717	0.000
	08:15	-0.043	-0.0	0.8	0.06	0.03	0.00	9.504	5.068	-0.043	14.528	0.000
	08:45	-0.061	-0.0	0.8	0.06	0.03	0.00	9.294	5.068	-0.061	14.300	0.000
	09:15	-0.075	-0.0	0.7	0.06	0.03	0.00	8.473	4.267	-0.075	12.666	0.000
	09:45	-0.084	-0.0	0.7	0.06	0.03	0.00	8.287	4.267	-0.084	12.470	0.000
	10:15	-0.079	-0.0	0.7	0.06	0.03	0.00	8.158	4.267	-0.079	12.346	0.000
	10:45	-0.062	-0.0	0.7	0.06	0.03	0.00	8.092	4.267	-0.062	12.297	0.000
	11:15	-0.055	-0.0	0.7	0.06	0.03	0.00	8.036	4.267	-0.055	12.249	0.000
	11:45	-0.057	-0.0	0.7	0.06	0.03	0.00	7.954	4.267	-0.057	12.164	0.000
	12:15	-0.056	-0.0	0.7	0.06	0.03	0.00	7.879	4.267	-0.056	12.091	0.000
	12:45	-0.052	-0.0	0.7	0.06	0.03	0.00	7.840	4.267	-0.052	12.056	0.000
	13:15	-0.046	-0.0	0.7	0.06	0.03	0.00	7.827	4.267	-0.046	12.049	0.000
	13:45	-0.039	-0.0	0.7	0.06	0.03	0.00	7.836	4.267	-0.039	12.064	0.000
	14:15	-0.032	-0.0	0.7	0.06	0.03	0.00	7.878	4.267	-0.032	12.113	0.000
	14:45	-0.025	-0.0	0.7	0.06	0.03	0.00	7.952	4.267	-0.025	12.194	0.000
	15:15	-0.019	-0.0	0.7	0.06	0.03	0.00	8.019	4.267	-0.019	12.267	0.000
	15:45	-0.013	-0.0	0.7	0.06	0.03	0.00	8.074	4.267	-0.013	12.328	0.000
	16:15	-0.008	-0.0	0.7	0.06	0.03	0.00	8.149	4.267	-0.008	12.409	0.000
	16:45	-0.004	-0.0	0.7	0.06	0.03	0.00	8.246	4.267	-0.004	12.510	0.000
	17:15	-0.001	-0.0	0.7	0.06	0.03	0.00	8.340	4.267	-0.001	12.606	0.000
	17:45	-0.000	-0.0	0.7	0.06	0.03	0.00	8.422	4.267	-0.000	12.689	0.000
	18:15	0.000	0.0	0.8	0.06	0.03	0.00	7.920	5.919	0.000	13.838	0.000
	18:45	0.000	0.0	0.8	0.06	0.03	0.00	7.932	5.919	0.000	13.851	0.000
	19:15	0.000	0.0	0.8	0.06	0.03	0.00	7.906	5.919	0.000	13.825	0.000
	19:45	0.000	0.0	0.8	0.06	0.03	0.00	7.850	5.919	0.000	13.769	0.000
	20:15	0.000	0.0	0.7	0.06	0.03	0.00	7.816	5.069	0.000	12.886	0.000
	20:45	0.000	0.0	0.7	0.06	0.03	0.00	7.822	5.069	0.000	12.891	0.000
	21:15	0.000	0.0	0.7	0.06	0.03	0.00	7.857	5.069	0.000	12.926	0.000
	21:45	0.000	0.0	0.7	0.06	0.03	0.00	7.916	5.069	0.000	12.985	0.000
	22:15	0.000	0.0	0.8	0.06	0.03	0.00	8.842	5.649	0.000	14.492	0.000
	22:45	0.000	0.0	0.8	0.06	0.03	0.00	8.875	5.649	0.000	14.524	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	9.039	3.135	0.000	12.173	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	9.039	3.135	0.000	12.173	0.000
Mon, 20/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	9.170	3.048	0.000	12.217	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	9.204	3.048	0.000	12.251	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.238	3.048	0.000	12.285	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.276	3.048	0.000	12.324	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.325	3.048	0.000	12.373	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	9.376	3.048	0.000	12.424	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	9.458	3.048	0.000	12.505	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	9.577	3.048	0.000	12.624	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	9.687	3.048	0.000	12.734	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	9.782	3.048	0.000	12.830	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	9.834	3.048	0.000	12.881	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	9.844	3.048	0.000	12.892	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	9.863	3.048	0.000	12.911	0.000
	06:45	0.000	0.0	0.8	0.06	0.03	0.00	9.892	3.048	0.000	12.939	0.000
	07:15	-0.012	-0.0	0.8	0.10	0.03	0.00	9.877	3.048	-0.012	12.913	0.000
	07:45	-0.044	-0.0	0.7	0.10	0.03	0.00	9.787	3.048	-0.044	12.791	0.000
	08:15	-0.087	-0.0	0.8	0.10	0.03	0.00	9.633	5.068	-0.087	14.613	0.000
	08:45	-0.149	-0.0	0.8	0.10	0.03	0.00	9.416	5.068	-0.149	14.335	0.000
	09:15	-0.193	-0.0	0.7	0.10	0.03	0.00	8.536	4.267	-0.193	12.611	0.000
	09:45	-0.191	-0.0	0.7	0.10	0.03	0.00	8.203	4.267	-0.191	12.279	0.000
	10:15	-0.174	-0.0	0.7	0.10	0.03	0.00	7.910	4.267	-0.174	12.003	0.000
	10:45	-0.146	-0.0	0.7	0.10	0.03	0.00	7.627	4.267	-0.146	11.748	0.000
	11:15	-0.159	-0.0	0.6	0.10	0.03	0.00	7.356	4.267	-0.159	11.465	0.000
	11:45	-0.222	-0.0	0.6	0.10	0.03	0.00	6.996	4.267	-0.222	11.042	0.000
	12:15	-0.265	-0.0	0.6	0.10	0.03	0.00	6.507	4.267	-0.265	10.509	0.000
	12:45	-0.286	-0.0	0.6	0.10	0.03	0.00	5.977	4.267	-0.286	9.958	0.000
	13:15	-0.285	-0.0	0.5	0.10	0.03	0.00	5.484	4.267	-0.285	9.466	0.000
	13:45	-0.265	-0.0	0.5	0.10	0.03	0.00	5.136	4.267	-0.265	9.138	0.000
	14:15	-0.233	-0.0	0.5	0.10	0.03	0.00	4.953	4.267	-0.233	8.988	0.000
	14:45	-0.191	-0.0	0.5	0.10	0.03	0.00	4.929	4.267	-0.191	9.005	0.000
	15:15	-0.151	-0.0	0.5	0.10	0.03	0.00	4.904	4.267	-0.151	9.020	0.000
	15:45	-0.115	-0.0	0.5	0.10	0.03	0.00	5.256	4.267	-0.115	9.408	0.000
	16:15	-0.068	-0.0	0.6	0.10	0.03	0.00	5.844	4.267	-0.068	10.044	0.000
	16:45	-0.023	-0.0	0.6	0.10	0.03	0.00	6.565	4.267	-0.023	10.809	0.000
	17:15	-0.007	-0.0	0.6	0.10	0.03	0.00	7.255	4.267	-0.007	11.516	0.000
	17:45	-0.002	-0.0	0.7	0.10	0.03	0.00	7.684	4.267	-0.002	11.949	0.000
	18:15	0.000	0.0	0.7	0.10	0.03	0.00	7.382	5.919	0.000	13.301	0.000
	18:45	0.000	0.0	0.7	0.10	0.03	0.00	7.501	5.919	0.000	13.420	0.000
	19:15	0.000	0.0	0.7	0.10	0.03	0.00	7.631	5.919	0.000	13.550	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	7.798	5.919	0.000	13.717	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	7.927	5.069	0.000	12.996	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	8.036	5.069	0.000	13.106	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	8.052	5.069	0.000	13.121	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.965	5.069	0.000	13.034	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.757	5.649	0.000	14.406	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.673	5.649	0.000	14.322	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.740	3.135	0.000	11.874	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.665	3.135	0.000	11.800	0.000
Tue, 21/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.685	3.048	0.000	11.732	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.570	3.048	0.000	11.618	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.508	3.048	0.000	11.556	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.499	3.048	0.000	11.546	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.493	3.048	0.000	11.540	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.489	3.048	0.000	11.537	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.471	3.048	0.000	11.519	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.436	3.048	0.000	11.484	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.399	3.048	0.000	11.447	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.360	3.048	0.000	11.408	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.336	3.048	0.000	11.384	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.330	3.048	0.000	11.378	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.320	3.048	0.000	11.368	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.306	3.048	0.000	11.353	0.000
	07:15	-0.003	-0.0	0.7	0.10	0.03	0.00	8.285	3.048	-0.003	11.330	0.000
	07:45	-0.008	-0.0	0.7	0.10	0.03	0.00	8.250	3.048	-0.008	11.289	0.000
	08:15	-0.015	-0.0	0.7	0.10	0.03	0.00	8.193	5.068	-0.015	13.245	0.000
	08:45	-0.023	-0.0	0.7	0.10	0.03	0.00	8.072	5.068	-0.023	13.116	0.000
	09:15	-0.039	-0.0	0.6	0.10	0.03	0.00	7.313	4.267	-0.039	11.541	0.000
	09:45	-0.066	-0.0	0.6	0.10	0.03	0.00	7.131	4.267	-0.066	11.332	0.000
	10:15	-0.077	-0.0	0.6	0.10	0.03	0.00	6.962	4.267	-0.077	11.153	0.000
	10:45	-0.071	-0.0	0.6	0.10	0.03	0.00	6.839	4.267	-0.071	11.035	0.000
	11:15	-0.075	-0.0	0.6	0.10	0.03	0.00	6.765	4.267	-0.075	10.958	0.000
	11:45	-0.089	-0.0	0.6	0.10	0.03	0.00	6.695	4.267	-0.089	10.874	0.000
	12:15	-0.101	-0.0	0.6	0.10	0.03	0.00	6.617	4.267	-0.101	10.783	0.000
	12:45	-0.112	-0.0	0.6	0.10	0.03	0.00	6.537	4.267	-0.112	10.693	0.000
	13:15	-0.110	-0.0	0.6	0.10	0.03	0.00	6.453	4.267	-0.110	10.610	0.000
	13:45	-0.097	-0.0	0.6	0.10	0.03	0.00	6.419	4.267	-0.097	10.590	0.000
	14:15	-0.088	-0.0	0.6	0.10	0.03	0.00	6.436	4.267	-0.088	10.616	0.000
	14:45	-0.083	-0.0	0.6	0.10	0.03	0.00	6.474	4.267	-0.083	10.659	0.000
	15:15	-0.070	-0.0	0.6	0.10	0.03	0.00	6.545	4.267	-0.070	10.743	0.000
	15:45	-0.048	-0.0	0.6	0.10	0.03	0.00	6.672	4.267	-0.048	10.891	0.000
	16:15	-0.030	-0.0	0.6	0.10	0.03	0.00	6.801	4.267	-0.030	11.037	0.000
	16:45	-0.017	-0.0	0.6	0.10	0.03	0.00	6.899	4.267	-0.017	11.149	0.000
	17:15	-0.007	-0.0	0.6	0.10	0.03	0.00	7.021	4.267	-0.007	11.281	0.000
	17:45	-0.002	-0.0	0.6	0.10	0.03	0.00	7.171	4.267	-0.002	11.436	0.000
	18:15	0.000	0.0	0.7	0.10	0.03	0.00	6.696	5.919	0.000	12.615	0.000
	18:45	0.000	0.0	0.7	0.10	0.03	0.00	6.697	5.919	0.000	12.616	0.000
	19:15	0.000	0.0	0.7	0.10	0.03	0.00	6.702	5.919	0.000	12.621	0.000
	19:45	0.000	0.0	0.7	0.10	0.03	0.00	6.725	5.919	0.000	12.644	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	6.718	5.069	0.000	11.788	0.000
	20:45	0.000	0.0	0.6	0.10	0.03	0.00	6.699	5.069	0.000	11.768	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	6.707	5.069	0.000	11.776	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	6.737	5.069	0.000	11.806	0.000
	22:15	0.000	0.0	0.7	0.10	0.03	0.00	7.589	5.649	0.000	13.238	0.000
	22:45	0.000	0.0	0.7	0.10	0.03	0.00	7.502	5.649	0.000	13.152	0.000
	23:15	0.000	0.0	0.6	0.06	0.03	0.00	7.604	3.135	0.000	10.739	0.000
	23:45	0.000	0.0	0.6	0.06	0.03	0.00	7.602	3.135	0.000	10.737	0.000
Wed, 22/Feb	00:15	0.000	0.0	0.6	0.06	0.03	0.00	7.734	3.048	0.000	10.782	0.000
	00:45	0.000	0.0	0.6	0.06	0.03	0.00	7.772	3.048	0.000	10.820	0.000
	01:15	0.000	0.0	0.6	0.06	0.03	0.00	7.777	3.048	0.000	10.824	0.000
	01:45	0.000	0.0	0.6	0.06	0.03	0.00	7.749	3.048	0.000	10.796	0.000
	02:15	0.000	0.0	0.6	0.06	0.03	0.00	7.738	3.048	0.000	10.786	0.000
	02:45	0.000	0.0	0.6	0.06	0.03	0.00	7.745	3.048	0.000	10.793	0.000
	03:15	0.000	0.0	0.6	0.06	0.03	0.00	7.753	3.048	0.000	10.801	0.000
	03:45	0.000	0.0	0.6	0.06	0.03	0.00	7.763	3.048	0.000	10.810	0.000
	04:15	0.000	0.0	0.6	0.06	0.03	0.00	7.772	3.048	0.000	10.820	0.000
	04:45	0.000	0.0	0.6	0.06	0.03	0.00	7.781	3.048	0.000	10.829	0.000
	05:15	0.000	0.0	0.6	0.06	0.03	0.00	7.795	3.048	0.000	10.843	0.000
	05:45	0.000	0.0	0.6	0.06	0.03	0.00	7.815	3.048	0.000	10.863	0.000
	06:15	0.000	0.0	0.6	0.06	0.03	0.00	7.815	3.048	0.000	10.863	0.000
	06:45	0.000	0.0	0.6	0.06	0.03	0.00	7.795	3.048	0.000	10.842	0.000
	07:15	-0.005	-0.0	0.6	0.10	0.03	0.00	7.781	3.048	-0.005	10.823	0.000
	07:45	-0.019	-0.0	0.6	0.10	0.03	0.00	7.760	3.048	-0.019	10.788	0.000
	08:15	-0.031	-0.0	0.7	0.10	0.03	0.00	7.695	5.068	-0.031	12.732	0.000
	08:45	-0.034	-0.0	0.7	0.10	0.03	0.00	7.554	5.068	-0.034	12.588	0.000
	09:15	-0.043	-0.0	0.6	0.10	0.03	0.00	6.770	4.267	-0.043	10.995	0.000
	09:45	-0.061	-0.0	0.6	0.10	0.03	0.00	6.578	4.267	-0.061	10.785	0.000
	10:15	-0.076	-0.0	0.6	0.10	0.03	0.00	6.454	4.267	-0.076	10.645	0.000
	10:45	-0.089	-0.0	0.6	0.10	0.03	0.00	6.362	4.267	-0.089	10.541	0.000
	11:15	-0.100	-0.0	0.6	0.10	0.03	0.00	6.282	4.267	-0.100	10.450	0.000
	11:45	-0.108	-0.0	0.6	0.10	0.03	0.00	6.219	4.267	-0.108	10.378	0.000
	12:15	-0.107	-0.0	0.6	0.10	0.03	0.00	6.171	4.267	-0.107	10.332	0.000
	12:45	-0.096	-0.0	0.6	0.10	0.03	0.00	6.176	4.267	-0.096	10.348	0.000
	13:15	-0.079	-0.0	0.6	0.10	0.03	0.00	6.247	4.267	-0.079	10.436	0.000
